hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,2
JALG,1
JLG,2
JMM,3
LFZA,0
MANA,3
MBGV,1
MTTA,4
PAA,0
RFM,0
RTF,1
