hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,2
FMB,1
GPC,0
JACL,0
JALG,1
JLG,0
JMM,2
LFZA,0
MANA,2
MBGV,1
MTTA,2
PAA,0
RFM,0
RTF,1
