hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,3
FMB,0
GPC,0
JACL,1
JALG,0
JLG,1
JMM,3
LFZA,1
MANA,3
MBGV,0
MTTA,2
PAA,0
RFM,0
RTF,0
