hogar,cluster
ABLD,1
AJVG,1
ATF,1
FJAG,3
FMB,1
GPC,1
JACL,1
JALG,3
JLG,1
JMM,4
LFZA,1
MANA,3
MBGV,1
MTTA,3
PAA,2
RFM,0
RTF,3
