hogar,cluster
ABLD,1
AJVG,1
ATF,1
FJAG,2
FMB,1
GPC,1
JACL,1
JALG,4
JLG,1
JMM,3
LFZA,1
MANA,4
MBGV,1
MTTA,4
PAA,3
RFM,0
RTF,4
