hour,0,1,2
0,0.18685555555555555,0.39888888888888885,0.27379333333333333
1,0.1442811111111111,0.4817666666666667,0.18456666666666666
2,0.11128666666666667,0.5236888888888889,0.1468911111111111
3,0.09573846153846154,0.29926373626373626,0.12331648351648353
4,0.08908222222222223,0.31808888888888887,0.11942222222222224
5,0.08395888888888889,0.13606666666666667,0.09963777777777778
6,0.08133333333333334,0.1298888888888889,0.09104444444444446
7,0.09126,0.1959777777777778,0.17661333333333334
8,0.13563777777777777,0.24973333333333333,0.47205555555555556
9,0.17080888888888887,0.21074444444444443,0.3168222222222222
10,0.18723666666666666,0.2534,0.3364244444444444
11,0.1929888888888889,0.33392222222222223,0.3731466666666667
12,0.19101222222222222,0.27655555555555555,0.40276666666666666
13,0.19530333333333333,0.2829111111111111,0.4633222222222222
14,0.25422222222222224,0.3347333333333333,0.5425755555555555
15,0.28837888888888885,0.45863333333333334,0.5199555555555555
16,0.24216222222222222,0.3040333333333333,0.4452222222222222
17,0.21535333333333334,0.20996666666666666,0.36016666666666663
18,0.19734111111111113,0.2451888888888889,0.40167333333333327
19,0.22644666666666668,0.29686666666666667,0.43505555555555553
20,0.24817,0.2558333333333333,0.4753777777777778
21,0.29201444444444447,0.26632222222222224,0.5237466666666666
22,0.2950911111111111,0.28507777777777776,0.5860644444444445
23,0.23273111111111114,0.5015555555555555,0.43485555555555555
total_mean_consumption,4.448695128205129,7.2491081807081805,8.304516483516483
