hour,0,1,2
0,0.11757467144563918,0.25347204301075266,0.15273118279569892
1,0.10100119474313023,0.20761827956989248,0.11098566308243728
2,0.09569474313022701,0.19442258064516127,0.08314695340501792
3,0.08664695340501792,0.15523118279569892,0.07906451612903226
4,0.08230943847072879,0.12624731182795698,0.07350896057347671
5,0.08026583034647551,0.13823548387096773,0.07764874551971326
6,0.09040023894862605,0.21915161290322582,0.15296774193548388
7,0.15064814814814817,0.28619462365591397,0.42370609318996416
8,0.17076702508960573,0.24888817204301078,0.32951971326164875
9,0.17610394265232976,0.25552580645161294,0.352247311827957
10,0.17536499402628436,0.2900771182795687,0.35885663082437275
11,0.17520250896057346,0.3569695913978483,0.33362724014336914
12,0.18006272401433693,0.4249126021505365,0.2956057347670251
13,0.22857347670250894,0.4625910967741924,0.46022939068100355
14,0.28340800477897254,0.4477068387096768,0.4890250896057348
15,0.22429928315412187,0.3123655913978495,0.3911505376344086
16,0.2024247311827957,0.27316236559139784,0.30616487455197133
17,0.17804301075268816,0.2808688172043011,0.32996774193548384
18,0.18362305854241337,0.28264301075268816,0.3084731182795699
19,0.21867801672640383,0.34516236559139785,0.41919354838709677
20,0.26788470728793307,0.405241935483871,0.5177598566308244
21,0.22103345280764636,0.44649354838709676,0.5561541218637993
22,0.16707646356033454,0.39228709677419354,0.3974587813620072
23,0.1424557945041816,0.2736720430107527,0.2386272401433692
total_mean_consumption,3.999542413381123,7.079141118279564,7.237820788530466
