date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;año;mes;cluster_k2_2023_02
2023-02-01;1:00;0.032;Real;;;;2023;2;0
2023-02-01;2:00;0.425;Real;;;;2023;2;0
2023-02-01;3:00;0.503;Real;;;;2023;2;0
2023-02-01;4:00;0.627;Real;;;;2023;2;0
2023-02-01;5:00;0.041;Real;;;;2023;2;0
2023-02-01;6:00;0.065;Real;;;;2023;2;0
2023-02-01;7:00;0.133;Real;;;;2023;2;0
2023-02-01;8:00;0.495;Real;;;;2023;2;0
2023-02-01;9:00;0.101;Real;;;;2023;2;0
2023-02-01;10:00;0.08;Real;;;;2023;2;0
2023-02-01;11:00;0.053;Real;;;;2023;2;0
2023-02-01;12:00;0.04;Real;;;;2023;2;0
2023-02-01;13:00;0.049;Real;;;;2023;2;0
2023-02-01;14:00;0.107;Real;;;;2023;2;0
2023-02-01;15:00;0.284;Real;;;;2023;2;0
2023-02-01;16:00;0.603;Real;;;;2023;2;0
2023-02-01;17:00;0.124;Real;;;;2023;2;0
2023-02-01;18:00;0.033;Real;;;;2023;2;0
2023-02-01;19:00;0.071;Real;;;;2023;2;0
2023-02-01;20:00;0.759;Real;;;;2023;2;0
2023-02-01;21:00;0.297;Real;;;;2023;2;0
2023-02-01;22:00;0.151;Real;;;;2023;2;0
2023-02-01;23:00;0.126;Real;;;;2023;2;0
2023-02-01;24:00:00;0.08;Real;;;;2023;2;0
2023-02-02;1:00;0.032;Real;;;;2023;2;0
2023-02-02;2:00;0.085;Real;;;;2023;2;0
2023-02-02;3:00;0.076;Real;;;;2023;2;0
2023-02-02;4:00;0.043;Real;;;;2023;2;0
2023-02-02;5:00;0.042;Real;;;;2023;2;0
2023-02-02;6:00;0.039;Real;;;;2023;2;0
2023-02-02;7:00;0.11;Real;;;;2023;2;0
2023-02-02;8:00;0.26;Real;;;;2023;2;0
2023-02-02;9:00;0.12;Real;;;;2023;2;0
2023-02-02;10:00;0.04;Real;;;;2023;2;0
2023-02-02;11:00;0.078;Real;;;;2023;2;0
2023-02-02;12:00;0.082;Real;;;;2023;2;0
2023-02-02;13:00;0.042;Real;;;;2023;2;0
2023-02-02;14:00;0.048;Real;;;;2023;2;0
2023-02-02;15:00;0.463;Real;;;;2023;2;0
2023-02-02;16:00;0.219;Real;;;;2023;2;0
2023-02-02;17:00;0.142;Real;;;;2023;2;0
2023-02-02;18:00;0.07;Real;;;;2023;2;0
2023-02-02;19:00;0.135;Real;;;;2023;2;0
2023-02-02;20:00;0.314;Real;;;;2023;2;0
2023-02-02;21:00;0.121;Real;;;;2023;2;0
2023-02-02;22:00;0.102;Real;;;;2023;2;0
2023-02-02;23:00;0.047;Real;;;;2023;2;0
2023-02-02;24:00:00;0.049;Real;;;;2023;2;0
2023-02-03;1:00;0.043;Real;;;;2023;2;0
2023-02-03;2:00;0.106;Real;;;;2023;2;0
2023-02-03;3:00;0.034;Real;;;;2023;2;0
2023-02-03;4:00;0.052;Real;;;;2023;2;0
2023-02-03;5:00;0.032;Real;;;;2023;2;0
2023-02-03;6:00;0.102;Real;;;;2023;2;0
2023-02-03;7:00;0.085;Real;;;;2023;2;0
2023-02-03;8:00;0.354;Real;;;;2023;2;0
2023-02-03;9:00;0.821;Real;;;;2023;2;0
2023-02-03;10:00;0.59;Real;;;;2023;2;0
2023-02-03;11:00;0.105;Real;;;;2023;2;0
2023-02-03;12:00;0.037;Real;;;;2023;2;0
2023-02-03;13:00;0.056;Real;;;;2023;2;0
2023-02-03;14:00;0.039;Real;;;;2023;2;0
2023-02-03;15:00;0.642;Real;;;;2023;2;0
2023-02-03;16:00;0.995;Real;;;;2023;2;0
2023-02-03;17:00;0.15;Real;;;;2023;2;0
2023-02-03;18:00;0.13;Real;;;;2023;2;0
