hogar,cluster
ABLD,0
AJVG,1
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,0
JALG,1
JLG,0
JMM,2
LFZA,0
MANA,1
MBGV,1
MTTA,1
PAA,2
RFM,0
RTF,1
