,0,1,2,3,4
media_consumo,0.14023310439560435,0.18275984649078908,0.2574133547008547,0.2703785256410256,0.3341424716021719
std_consumo,0.15157900588424722,0.22192510516557906,0.27155927248479794,0.38520488931183317,0.3871329165128728
min_consumo,0.026000000000000002,0.0224,0.04633333333333334,0.015000000000000001,0.05833333333333333
max_consumo,1.67,2.1188000000000002,2.377666666666667,3.765,4.121333333333333
percentil_25_consumo,0.069,0.06720000000000001,0.10433333333333333,0.0555,0.13733333333333334
percentil_50_consumo,0.099,0.1012,0.158,0.11249999999999999,0.21033333333333334
percentil_75_consumo,0.14225,0.19285000000000002,0.2950833333333333,0.309125,0.35833333333333334
promedio_por_dia,0.14023310439560435,0.18275984649078908,0.25741335470085464,0.2703785256410256,0.3341424716021719
consumo_medio_diario,3.3655945054945056,4.386236315778939,6.1779205128205135,6.4890846153846145,8.019419318452126
Mañana,0.11726881868131865,0.1811937964130587,0.2053346153846153,0.20413942307692307,0.23586796669709287
Mediodia,0.19223905677655673,0.23904812793157054,0.38181452991452985,0.4427410256410257,0.49035081533113806
Tarde,0.15140934065934064,0.21220103815128405,0.28441666666666665,0.3087894230769231,0.4144987132267224
Noche,0.15316545329670325,0.19448498048399684,0.28054423076923074,0.2923682692307692,0.3314743130386334
Madrugada,0.08746428571428565,0.10007138133269275,0.13430854700854697,0.1019083333333333,0.19165840910258383
sum_consumo,385.791,559.4354000000001,803.1296666666667,843.5809999999999,951.3331866666658
Sábado,0.14023310439560435,0.18275984649078905,0.2574133547008547,0.2703785256410256,0.3341424716021719
Fin de semana,0.14023310439560435,0.18275984649078905,0.2574133547008547,0.2703785256410256,0.3341424716021719
s_Mañana,53.085499999999996,92.79100000000001,106.774,106.1525,111.72466666666666
s_Mediodia,131.42425,182.5362,297.81533333333334,345.33799999999997,349.0483599999995
s_Tarde,69.591,108.13499999999999,147.89666666666668,160.57049999999998,193.6841599999998
s_Noche,72.05325,99.2872,145.883,152.0315,158.30066666666667
s_Madrugada,59.63699999999999,76.686,104.76066666666667,79.4885,138.57533333333333
s_Sábado,385.791,559.4354000000001,803.1296666666667,843.5809999999999,951.3331866666658
s_Fin de semana,385.791,559.4354000000001,803.1296666666667,843.5809999999999,951.3331866666658
s_invierno,90.3785,156.2296,222.65533333333335,319.2875,207.909
s_otoño,68.997,110.57480000000001,159.21900000000002,171.35649999999998,182.46333333333334
s_primavera,110.49075,174.793,230.583,225.36899999999997,244.60233333333335
s_verano,115.92475,117.83800000000001,190.67233333333334,127.568,316.35851999999926
std_Mañana,0.046022845496093326,0.06476320022587122,0.07395809686767603,0.15525811562327474,0.08298080980844376
std_Mediodia,0.06012264814186157,0.0572758835521769,0.07523571964541496,0.10626375741753324,0.10353735729829878
std_Tarde,0.03870882331808717,0.038691400296760464,0.05561085807424047,0.03999284558556235,0.07195778597619716
std_Noche,0.04571605702162108,0.044074100663541185,0.0567716054620273,0.05421662029904005,0.0824789816827518
std_Madrugada,0.01331552871831445,0.03025082161191032,0.0375749242993779,0.0571606138578315,0.0444486652727728
std_Sábado,0.15157900588424722,0.22192510516557892,0.2715592724847979,0.38520488931183317,0.3871329165128728
std_Fin de semana,0.15157900588424722,0.22192510516557892,0.2715592724847979,0.38520488931183317,0.3871329165128728
std_invierno,0.14045543221698245,0.271603407022443,0.2812114949322597,0.5075044733307761,0.28564848015891914
std_otoño,0.12512855827737485,0.2037652492539114,0.24484756949796702,0.3468465732945337,0.27490967639197944
std_primavera,0.12567114633868193,0.2183496794242866,0.23938687798543015,0.3229184931028123,0.2686154537802407
std_verano,0.18128188775940432,0.17096148054714394,0.29208392631522234,0.2595362106427952,0.5939580154618461
Enero,32.78675,51.177200000000006,81.52366666666667,107.1165,70.978
Febrero,32.7565,60.0966,80.86633333333333,135.684,75.31
Marzo,42.634,66.2582,84.70333333333333,98.584,92.70866666666666
Abril,32.098749999999995,51.5082,77.46633333333334,67.4235,77.69533333333334
Mayo,35.757999999999996,57.02660000000001,68.41333333333334,59.36150000000001,74.19833333333334
Junio,50.3595,54.325199999999995,71.80866666666667,69.1165,106.20633333333335
Julio,31.1965,31.6846,59.96,31.2765,110.60266666666666
Agosto,34.36875,31.8282,58.90366666666667,27.174999999999997,99.54951999999923
Septiembre,24.733249999999998,36.0142,53.12866666666667,42.976,67.16333333333334
Octubre,20.98725,34.093599999999995,46.173333333333325,51.24,55.696333333333335
Noviembre,23.276500000000002,40.467,59.917,77.1405,59.60366666666666
Diciembre,24.835250000000002,44.955799999999996,60.26533333333333,76.487,61.621
total_mean_consumption,2322.611483823146,3366.9246355641494,4832.424768078569,5077.668982563397,5726.87456006429
