hogar,cluster
ABLD,1
AJVG,4
ATF,0
FJAG,4
FMB,2
GPC,1
JACL,0
JALG,2
JLG,0
JMM,2
LFZA,0
MANA,2
MBGV,1
MTTA,3
PAA,4
RFM,0
RTF,4
