hour,0,1,2,3
0,0.09311911231884058,0.12514596273291925,0.4780217391304348,0.16381340579710146
1,0.08042481884057971,0.1035248447204969,0.3475036231884058,0.1471768115942029
2,0.07864628623188406,0.09126293995859212,0.29446376811594205,0.13573152173913045
3,0.07717028985507246,0.08341770186335404,0.17568115942028986,0.12132898550724638
4,0.07689945652173913,0.08036180124223602,0.14422826086956522,0.11868405797101449
5,0.07649728260869565,0.09422619047619048,0.19031884057971013,0.1497195652173913
6,0.08583605072463768,0.21011749482401657,0.2231376811594203,0.22474710144927537
7,0.10719972826086957,0.24231418219461695,0.22208695652173913,0.2542644927536232
8,0.1351376811594203,0.20294513457556937,0.2318768115942029,0.2508536521739125
9,0.13836413043478263,0.2060812629399586,0.23214130434782607,0.27438869565217294
10,0.13153034420289858,0.21006573498964803,0.24420289855072466,0.31872581159420116
11,0.13343251811594203,0.21464389233954453,0.23872101449275362,0.38780831884057754
12,0.1606363224637681,0.22027691511387162,0.2708405797101449,0.47218259420289643
13,0.19801721014492754,0.2884285714285714,0.3065797101449275,0.4644671159420272
14,0.17673913043478262,0.27290113871635613,0.290018115942029,0.3875768695652162
15,0.128200634057971,0.2424855072463768,0.23223188405797102,0.3059541449275355
16,0.11558378623188406,0.23008747412008285,0.19729710144927537,0.2895270724637677
17,0.1131580615942029,0.22224637681159423,0.2023478260869565,0.2907046086956518
18,0.1187110507246377,0.23032142857142857,0.19482608695652173,0.30587911594202877
19,0.1377685688405797,0.299917701863354,0.18823550724637683,0.37346027536231863
20,0.16514402173913045,0.3195750517598344,0.22061594202898552,0.4817195652173913
21,0.15221784420289855,0.2674026915113871,0.3691159420289855,0.4233586956521739
22,0.1270865036231884,0.20832763975155277,0.34244565217391304,0.3044018115942029
23,0.11173233695652174,0.15700258799171843,0.421481884057971,0.21294637681159423
total_mean_consumption,2.919253170289855,4.8230802277432705,6.2584202898550725,6.859420666666655
