,0,1,2
media_consumo,0.17519996438746435,0.2890414377289377,0.4032679487179477
std_consumo,0.19258089139226586,0.32418776676451283,0.4328892904670676
min_consumo,0.029222222222222222,0.043428571428571434,0.079
max_consumo,1.797111111111111,3.0207142857142855,4.167
percentil_25_consumo,0.07075000000000001,0.10217857142857142,0.18575
percentil_50_consumo,0.11455555555555555,0.17057142857142857,0.293
percentil_75_consumo,0.18941666666666668,0.34482142857142856,0.439
promedio_por_dia,0.17519996438746432,0.2890414377289377,0.4032679487179476
consumo_medio_diario,4.204799145299145,6.936994505494506,9.678430769230744
Mañana,0.16249305555555554,0.2654031593406593,0.3374918269230761
Mediodia,0.22844480056980052,0.3461611721611722,0.5181342948717916
Tarde,0.20440170940170935,0.3320995879120879,0.6244096153846148
Noche,0.1996314102564102,0.39221359890109886,0.3699615384615384
Madrugada,0.09467094017094013,0.15019368131868127,0.2070288461538461
sum_consumo,218.64955555555557,360.72371428571427,503.2783999999988
Miércoles,0.17519996438746435,0.2890414377289377,0.4032679487179477
Entre semana,0.17519996438746435,0.2890414377289377,0.4032679487179477
s_Mañana,33.79855555555556,55.203857142857146,70.19829999999985
s_Mediodia,71.27477777777779,108.0022857142857,161.657899999999
s_Tarde,42.51555555555555,69.07671428571429,129.8771999999999
s_Noche,41.52333333333334,81.58042857142857,76.952
s_Madrugada,29.537333333333336,46.86042857142858,64.593
s_Miércoles,218.64955555555557,360.72371428571427,503.2783999999987
s_Entre semana,218.64955555555557,360.72371428571427,503.2783999999987
s_invierno,55.68444444444444,105.32128571428572,126.62039999999926
s_otoño,48.66166666666666,77.93842857142856,95.1163999999998
s_primavera,51.70388888888888,85.03542857142857,124.712
s_verano,62.599555555555554,92.42857142857143,156.8295999999997
std_Mañana,0.05166928774562724,0.07793316711544618,0.2362705583881399
std_Mediodia,0.06678236032103703,0.12284102963696138,0.1212694420673093
std_Tarde,0.05797478822077021,0.09086191654226485,0.1308027871455287
std_Noche,0.05802832665486939,0.12834391108442497,0.0733263193946384
std_Madrugada,0.022151554821761444,0.05010711180596976,0.0294616914888771
std_Miércoles,0.19258089139226586,0.32418776676451283,0.4328892904670676
std_Entre semana,0.19258089139226586,0.32418776676451283,0.4328892904670676
std_invierno,0.19594854005394607,0.34856144007678996,0.4580989060637762
std_otoño,0.14472572826223418,0.24169181162243852,0.2070252710484083
std_primavera,0.17818115985058897,0.265749607524305,0.2041734586576229
std_verano,0.20701620441108648,0.34794190882707443,0.6613127293226841
Enero,23.126555555555555,40.912285714285716,53.53029999999984
Febrero,15.279666666666666,29.511571428571433,34.714599999999685
Marzo,17.033666666666665,29.573285714285714,37.578
Abril,19.087222222222223,31.899,50.605
Mayo,15.583000000000002,23.563142857142857,36.529
Junio,23.011,28.935285714285715,58.643
Julio,23.934555555555555,40.74342857142857,57.14559999999968
Agosto,15.654,22.74985714285714,41.041
Septiembre,14.439333333333334,21.84,32.19839999999979
Octubre,19.437555555555555,29.965857142857146,34.948
Noviembre,14.784777777777776,26.132571428571428,27.97
Diciembre,17.278222222222222,34.89742857142857,38.37549999999974
total_mean_consumption,1321.4538504322109,2180.249826660573,3041.6030877208677
