hogar,cluster
ABLD,1
AJVG,3
ATF,0
FJAG,2
FMB,1
GPC,1
JACL,0
JALG,3
JLG,0
JMM,3
LFZA,1
MANA,3
MBGV,1
MTTA,3
PAA,3
RFM,0
RTF,4
