,0,1
media_consumo,0.1507763813405797,0.2866545189210949
std_consumo,0.16207296163812304,0.27124374681343233
min_consumo,0.0,0.003122222222216422
max_consumo,1.702125,2.4635555555555557
percentil_25_consumo,0.065125,0.12286111111111112
percentil_50_consumo,0.10025,0.19366666666666665
percentil_75_consumo,0.164,0.34419444444444447
promedio_por_dia,0.1507763813405797,0.2866545189210949
consumo_medio_diario,3.6186331521739135,6.879708454106279
Mañana,0.14826188858695646,0.27118692632850233
Mediodia,0.18811028079710143,0.35549098228663434
Tarde,0.17420788043478258,0.309330495169082
Noche,0.16412635869565215,0.3662162741545893
Madrugada,0.09059782608695649,0.15997129629629614
sum_consumo,332.91425,632.9331777777776
Lunes,0.1454635416666666,0.2912221509971508
Martes,0.14736738782051279,0.28495715811965794
Miércoles,0.15884054487179483,0.28092200854700855
Jueves,0.1499671474358974,0.2771745014245014
Viernes,0.13925360576923074,0.2754700854700853
Sábado,0.15690476190476188,0.28795406746031726
Domingo,0.157166266025641,0.3087816951566951
Entre semana,0.1481784455128205,0.2819491809116808
Fin de semana,0.15703067129629625,0.297982184499314
s_Mañana,54.560375,99.7967888888889
s_Mediodia,103.83687499999999,196.23102222222215
s_Tarde,64.10849999999999,113.83362222222217
s_Noche,60.3985,134.76758888888887
s_Madrugada,50.01,88.30415555555548
s_Lunes,45.384625,90.86131111111106
s_Martes,45.978625,88.90663333333329
s_Miércoles,49.55825,87.64766666666667
s_Jueves,46.78975,86.47844444444445
s_Viernes,43.447125,85.94666666666662
s_Sábado,52.72,96.75256666666661
s_Domingo,49.035875000000004,96.33988888888888
s_Entre semana,231.158375,439.8407222222221
s_Fin de semana,101.755875,193.0924555555555
s_primavera,332.91425,632.9331777777775
std_Mañana,0.04543803466693366,0.062082213486778594
std_Mediodia,0.06438418259090771,0.08066582496182582
std_Tarde,0.04762952761260994,0.05901389597116016
std_Noche,0.056232447311957534,0.08974780904978447
std_Madrugada,0.0231493175797852,0.05050844655730313
std_Lunes,0.14546006148437474,0.2687659427095529
std_Martes,0.1456582950185134,0.26777461751065285
std_Miércoles,0.17088525937190446,0.25566323055642476
std_Jueves,0.14792242049061655,0.24265192574942532
std_Viernes,0.13821424621496523,0.25300713781302336
std_Sábado,0.1751703577065167,0.2812848536414107
std_Domingo,0.1826770038316775,0.2964715660849134
std_Entre semana,0.15205472459606847,0.2593550226982674
std_Fin de semana,0.17940961014963963,0.289950593272214
std_primavera,0.16207296163812307,0.2712437468134323
Marzo,121.806375,234.3634555555554
Abril,103.9675,200.22611111111112
Mayo,107.140375,198.34361111111107
total_mean_consumption,2007.5610939336627,3815.527523739125
