hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,4
FMB,0
GPC,0
JACL,2
JALG,0
JLG,2
JMM,4
LFZA,1
MANA,4
MBGV,0
MTTA,3
PAA,2
RFM,0
RTF,0
