hour,0,1,2,3,4
0,0.12252415458937198,0.2549021739130435,0.1495108695652174,0.40903260869565217,0.19481159420289854
1,0.11560144927536231,0.26014130434782606,0.09854347826086957,0.3252934782608696,0.1700144927536232
2,0.11350724637681159,0.2194673913043478,0.08504347826086957,0.24765217391304348,0.1565108695652174
3,0.10567270531400967,0.18080434782608695,0.08306159420289856,0.15354347826086956,0.15244202898550727
4,0.10338888888888889,0.15708695652173912,0.08104347826086956,0.1611413043478261,0.14828623188405796
5,0.1245144927536232,0.15664130434782608,0.08329710144927537,0.17929347826086958,0.15978623188405797
6,0.18218236714975847,0.13431521739130434,0.0927536231884058,0.2203804347826087,0.1999057971014493
7,0.18188647342995168,0.12669565217391304,0.09793115942028985,0.24197826086956523,0.21681884057971013
8,0.18438043478260868,0.13508695652173913,0.12817391304347825,0.32025000000000003,0.2361887681159419
9,0.19094806763285024,0.15083695652173915,0.1602427536231884,0.4354565217391304,0.2921311594202895
10,0.1984842995169082,0.15656521739130436,0.18769565217391304,0.5003478260869565,0.349914130434782
11,0.21819927536231884,0.18109782608695654,0.2519275362318841,0.5444130434782608,0.437447463768115
12,0.27356521739130435,0.20427173913043478,0.37214492753623185,0.6285760869565218,0.5667159420289843
13,0.27148671497584537,0.22491304347826088,0.5201666666666667,0.613,0.7379442028985496
14,0.229262077294686,0.2634782608695652,0.5589710144927537,0.49833695652173915,0.7738496376811584
15,0.22982367149758456,0.2591413043478261,0.46141304347826084,0.4211847826086957,0.8112663043478251
16,0.20895652173913046,0.2459782608695652,0.45559057971014494,0.5470760869565218,0.8225739130434775
17,0.19821739130434782,0.24107608695652172,0.4341123188405797,0.6495326086956521,0.8540260869565214
18,0.21117512077294687,0.2261413043478261,0.37217391304347824,0.6620978260869564,0.8349753623188402
19,0.2274021739130435,0.2258913043478261,0.33300362318840576,0.4989021739130435,0.7130076086956519
20,0.26122222222222224,0.18983695652173913,0.33952173913043476,0.39375,0.5759710144927536
21,0.2276425120772947,0.21392391304347827,0.37635507246376815,0.49786956521739134,0.4711159420289855
22,0.19235386473429952,0.2185326086956522,0.3635724637681159,0.2813695652173913,0.4173152173913044
23,0.14511721611721612,0.20938461538461536,0.2550732600732601,0.4443956043956044,0.30138461538461536
total_mean_consumption,4.517514559112385,4.836210702341137,6.34132326007326,9.874873865265167,10.594403455964319
