date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k3_2023_02
2023-02-01;1:00;0.26;Real;;;;1
2023-02-01;2:00;0.092;Real;;;;1
2023-02-01;3:00;0.186;Real;;;;1
2023-02-01;4:00;0.078;Real;;;;1
2023-02-01;5:00;0.077;Real;;;;1
2023-02-01;6:00;0.162;Real;;;;1
2023-02-01;7:00;0.102;Real;;;;1
2023-02-01;8:00;0.134;Real;;;;1
2023-02-01;9:00;0.176;Real;;;;1
2023-02-01;10:00;0.141;Real;;;;1
2023-02-01;11:00;0.299;Real;;;;1
2023-02-01;12:00;0.235;Real;;;;1
2023-02-01;13:00;0.22;Real;;;;1
2023-02-01;14:00;0.28;Real;;;;1
2023-02-01;15:00;0.622;Real;;;;1
2023-02-01;16:00;0.319;Real;;;;1
2023-02-01;17:00;0.356;Real;;;;1
2023-02-01;18:00;0.31;Real;;;;1
2023-02-01;19:00;0.154;Real;;;;1
2023-02-01;20:00;0.182;Real;;;;1
2023-02-01;21:00;0.362;Real;;;;1
2023-02-01;22:00;0.538;Real;;;;1
2023-02-01;23:00;0.489;Real;;;;1
2023-02-01;24:00:00;0.331;Real;;;;1
2023-02-02;1:00;0.269;Real;;;;1
2023-02-02;2:00;0.175;Real;;;;1
2023-02-02;3:00;0.152;Real;;;;1
2023-02-02;4:00;0.08;Real;;;;1
2023-02-02;5:00;0.12;Real;;;;1
2023-02-02;6:00;0.148;Real;;;;1
2023-02-02;7:00;0.101;Real;;;;1
2023-02-02;8:00;0.171;Real;;;;1
2023-02-02;9:00;0.15;Real;;;;1
2023-02-02;10:00;0.568;Real;;;;1
2023-02-02;11:00;0.784;Real;;;;1
2023-02-02;12:00;0.249;Real;;;;1
2023-02-02;13:00;0.573;Real;;;;1
2023-02-02;14:00;0.232;Real;;;;1
2023-02-02;15:00;0.531;Real;;;;1
2023-02-02;16:00;0.282;Real;;;;1
2023-02-02;17:00;0.434;Real;;;;1
2023-02-02;18:00;0.215;Real;;;;1
2023-02-02;19:00;0.301;Real;;;;1
2023-02-02;20:00;0.332;Real;;;;1
2023-02-02;21:00;0.57;Real;;;;1
2023-02-02;22:00;1.475;Real;;;;1
2023-02-02;23:00;1.062;Real;;;;1
2023-02-02;24:00:00;0.537;Real;;;;1
2023-02-03;1:00;0.392;Real;;;;1
2023-02-03;2:00;0.167;Real;;;;1
2023-02-03;3:00;0.104;Real;;;;1
2023-02-03;4:00;0.12;Real;;;;1
2023-02-03;5:00;0.12;Real;;;;1
2023-02-03;6:00;0.103;Real;;;;1
2023-02-03;7:00;0.103;Real;;;;1
2023-02-03;8:00;0.121;Real;;;;1
2023-02-03;9:00;0.183;Real;;;;1
2023-02-03;10:00;0.195;Real;;;;1
2023-02-03;11:00;0.269;Real;;;;1
2023-02-03;12:00;0.223;Real;;;;1
2023-02-03;13:00;0.303;Real;;;;1
2023-02-03;14:00;0.187;Real;;;;1
2023-02-03;15:00;0.839;Real;;;;1
2023-02-03;16:00;0.363;Real;;;;1
2023-02-03;17:00;0.379;Real;;;;1
2023-02-03;18:00;0.215;Real;;;;1
2023-02-03;19:00;0.747;Real;;;;1
2023-02-03;20:00;0.375;Real;;;;1
2023-02-03;21:00;0.118;Real;;;;1
2023-02-03;22:00;1.174;Real;;;;1
2023-02-03;23:00;0.639;Real;;;;1
2023-02-03;24:00:00;0.388;Real;;;;1
2023-02-04;1:00;0.38;Real;;;;1
2023-02-04;2:00;0.293;Real;;;;1
2023-02-04;3:00;0.166;Real;;;;1
2023-02-04;4:00;0.172;Real;;;;1
2023-02-04;5:00;0.082;Real;;;;1
2023-02-04;6:00;0.074;Real;;;;1
