date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k3_2024_12
2024-12-01;1:00;0.134;Real;;;;1
2024-12-01;2:00;0.122;Real;;;;1
2024-12-01;3:00;0.143;Real;;;;1
2024-12-01;4:00;0.087;Real;;;;1
2024-12-01;5:00;0.134;Real;;;;1
2024-12-01;6:00;0.125;Real;;;;1
2024-12-01;7:00;0.062;Real;;;;1
2024-12-01;8:00;0.175;Real;;;;1
2024-12-01;9:00;0.13;Real;;;;1
2024-12-01;10:00;0.131;Real;;;;1
2024-12-01;11:00;0.865;Real;;;;1
2024-12-01;12:00;0.978;Real;;;;1
2024-12-01;13:00;0.369;Real;;;;1
2024-12-01;14:00;0.335;Real;;;;1
2024-12-01;15:00;0.435;Real;;;;1
2024-12-01;16:00;0.441;Real;;;;1
2024-12-01;17:00;0.357;Real;;;;1
2024-12-01;18:00;0.52;Real;;;;1
2024-12-01;19:00;0.621;Real;;;;1
2024-12-01;20:00;0.335;Real;;;;1
2024-12-01;21:00;0.414;Real;;;;1
2024-12-01;22:00;0.681;Real;;;;1
2024-12-01;23:00;0.265;Real;;;;1
2024-12-01;24:00:00;0.087;Real;;;;1
2024-12-02;1:00;0.145;Real;;;;1
2024-12-02;2:00;0.064;Real;;;;1
2024-12-02;3:00;0.125;Real;;;;1
2024-12-02;4:00;0.063;Real;;;;1
2024-12-02;5:00;0.134;Real;;;;1
2024-12-02;6:00;0.134;Real;;;;1
2024-12-02;7:00;0.156;Real;;;;1
2024-12-02;8:00;0.184;Real;;;;1
2024-12-02;9:00;0.355;Real;;;;1
2024-12-02;10:00;0.567;Real;;;;1
2024-12-02;11:00;0.382;Real;;;;1
2024-12-02;12:00;0.19;Real;;;;1
2024-12-02;13:00;0.51;Real;;;;1
2024-12-02;14:00;0.761;Real;;;;1
2024-12-02;15:00;1.162;Real;;;;1
2024-12-02;16:00;0.309;Real;;;;1
2024-12-02;17:00;0.414;Real;;;;1
2024-12-02;18:00;0.359;Real;;;;1
2024-12-02;19:00;0.288;Real;;;;1
2024-12-02;20:00;0.308;Real;;;;1
2024-12-02;21:00;0.725;Real;;;;1
2024-12-02;22:00;0.637;Real;;;;1
2024-12-02;23:00;0.304;Real;;;;1
2024-12-02;24:00:00;0.206;Real;;;;1
2024-12-03;1:00;0.141;Real;;;;1
