date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k3_2024_07
2024-07-01;1:00;0.147;Real;;;;2
2024-07-01;2:00;0.083;Real;;;;2
2024-07-01;3:00;0.085;Real;;;;2
2024-07-01;4:00;0.08;Real;;;;2
2024-07-01;5:00;0.14;Real;;;;2
2024-07-01;6:00;0.143;Real;;;;2
2024-07-01;7:00;0.092;Real;;;;2
2024-07-01;8:00;0.082;Real;;;;2
2024-07-01;9:00;0.078;Real;;;;2
2024-07-01;10:00;0.256;Real;;;;2
2024-07-01;11:00;0.26;Real;;;;2
2024-07-01;12:00;0.139;Real;;;;2
2024-07-01;13:00;0.144;Real;;;;2
2024-07-01;14:00;0.151;Real;;;;2
2024-07-01;15:00;0.291;Real;;;;2
2024-07-01;16:00;0.212;Real;;;;2
2024-07-01;17:00;0.278;Real;;;;2
2024-07-01;18:00;0.151;Real;;;;2
2024-07-01;19:00;0.074;Real;;;;2
2024-07-01;20:00;0.074;Real;;;;2
2024-07-01;21:00;0.118;Real;;;;2
2024-07-01;22:00;0.138;Real;;;;2
2024-07-01;23:00;0.217;Real;;;;2
2024-07-01;24:00:00;0.139;Real;;;;2
2024-07-02;1:00;0.119;Real;;;;2
2024-07-02;2:00;0.078;Real;;;;2
2024-07-02;3:00;0.078;Real;;;;2
2024-07-02;4:00;0.077;Real;;;;2
2024-07-02;5:00;0.143;Real;;;;2
2024-07-02;6:00;0.14;Real;;;;2
2024-07-02;7:00;0.085;Real;;;;2
2024-07-02;8:00;0.076;Real;;;;2
2024-07-02;9:00;0.105;Real;;;;2
2024-07-02;10:00;0.234;Real;;;;2
2024-07-02;11:00;0.206;Real;;;;2
2024-07-02;12:00;0.131;Real;;;;2
2024-07-02;13:00;0.154;Real;;;;2
2024-07-02;14:00;0.198;Real;;;;2
2024-07-02;15:00;0.279;Real;;;;2
2024-07-02;16:00;0.207;Real;;;;2
2024-07-02;17:00;0.759;Real;;;;2
2024-07-02;18:00;0.938;Real;;;;2
2024-07-02;19:00;0.474;Real;;;;2
2024-07-02;20:00;0.294;Real;;;;2
2024-07-02;21:00;0.332;Real;;;;2
2024-07-02;22:00;0.321;Real;;;;2
2024-07-02;23:00;0.241;Real;;;;2
2024-07-02;24:00:00;0.53;Real;;;;2
2024-07-03;1:00;0.356;Real;;;;2
2024-07-03;2:00;0.344;Real;;;;2
2024-07-03;3:00;0.143;Real;;;;2
2024-07-03;4:00;0.144;Real;;;;2
2024-07-03;5:00;0.151;Real;;;;2
2024-07-03;6:00;0.144;Real;;;;2
2024-07-03;7:00;0.086;Real;;;;2
2024-07-03;8:00;0.084;Real;;;;2
2024-07-03;9:00;0.104;Real;;;;2
2024-07-03;10:00;0.12;Real;;;;2
2024-07-03;11:00;0.138;Real;;;;2
2024-07-03;12:00;0.171;Real;;;;2
2024-07-03;13:00;0.178;Real;;;;2
2024-07-03;14:00;0.663;Real;;;;2
2024-07-03;15:00;0.291;Real;;;;2
2024-07-03;16:00;0.125;Real;;;;2
2024-07-03;17:00;0.116;Real;;;;2
2024-07-03;18:00;0.175;Real;;;;2
2024-07-03;19:00;0.155;Real;;;;2
2024-07-03;20:00;0.133;Real;;;;2
2024-07-03;21:00;0.232;Real;;;;2
2024-07-03;22:00;0.233;Real;;;;2
2024-07-03;23:00;0.254;Real;;;;2
2024-07-03;24:00:00;0.119;Real;;;;2
2024-07-04;1:00;0.099;Real;;;;2
2024-07-04;2:00;0.1;Real;;;;2
2024-07-04;3:00;0.122;Real;;;;2
2024-07-04;4:00;0.166;Real;;;;2
2024-07-04;5:00;0.147;Real;;;;2
2024-07-04;6:00;0.099;Real;;;;2
2024-07-04;7:00;0.1;Real;;;;2
2024-07-04;8:00;0.094;Real;;;;2
