date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k3_2023_05
2023-05-01;1:00;0.082;Real;;;;2
2023-05-01;2:00;0.054;Real;;;;2
2023-05-01;3:00;0.066;Real;;;;2
2023-05-01;4:00;0.069;Real;;;;2
2023-05-01;5:00;0.051;Real;;;;2
2023-05-01;6:00;0.085;Real;;;;2
2023-05-01;7:00;0.038;Real;;;;2
2023-05-01;8:00;0.091;Real;;;;2
2023-05-01;9:00;0.028;Real;;;;2
2023-05-01;10:00;0.093;Real;;;;2
2023-05-01;11:00;0.027;Real;;;;2
2023-05-01;12:00;0.093;Real;;;;2
2023-05-01;13:00;0.034;Real;;;;2
2023-05-01;14:00;0.085;Real;;;;2
2023-05-01;15:00;0.045;Real;;;;2
2023-05-01;16:00;0.075;Real;;;;2
2023-05-01;17:00;0.064;Real;;;;2
2023-05-01;18:00;0.056;Real;;;;2
2023-05-01;19:00;0.071;Real;;;;2
2023-05-01;20:00;0.05;Real;;;;2
2023-05-01;21:00;0.199;Real;;;;2
2023-05-01;22:00;0.165;Real;;;;2
2023-05-01;23:00;0.088;Real;;;;2
2023-05-01;24:00:00;0.029;Real;;;;2
2023-05-02;1:00;0.094;Real;;;;2
2023-05-02;2:00;0.027;Real;;;;2
2023-05-02;3:00;0.094;Real;;;;2
2023-05-02;4:00;0.037;Real;;;;2
2023-05-02;5:00;0.083;Real;;;;2
2023-05-02;6:00;0.047;Real;;;;2
2023-05-02;7:00;0.087;Real;;;;2
2023-05-02;8:00;0.454;Real;;;;2
2023-05-02;9:00;0.109;Real;;;;2
2023-05-02;10:00;0.085;Real;;;;2
2023-05-02;11:00;0.081;Real;;;;2
2023-05-02;12:00;0.047;Real;;;;2
2023-05-02;13:00;0.092;Real;;;;2
2023-05-02;14:00;0.027;Real;;;;2
2023-05-02;15:00;0.251;Real;;;;2
2023-05-02;16:00;0.362;Real;;;;2
