hour,0,1,2
0,0.11065192307692306,0.21364102564102563,0.24271346153846052
1,0.10533653846153845,0.19177564102564104,0.21792499999999898
2,0.09396538461538462,0.1688621794871795,0.19425192307692207
3,0.08898653846153846,0.13076923076923078,0.19061730769230667
4,0.08405961538461539,0.11972435897435897,0.19325192307692207
5,0.10218076923076924,0.13046794871794873,0.25196153846153846
6,0.17840576923076923,0.1960576923076923,0.3283461538461539
7,0.1996019230769231,0.2615576923076923,0.27126923076923076
8,0.15272115384615384,0.26174679487179486,0.36923269230769135
9,0.1322346153846154,0.2547051282051282,0.4119288461538431
10,0.14614038461538462,0.28207371794871794,0.4279923076923016
11,0.15010961538461537,0.3203942307692308,0.47770769230768423
12,0.1865269230769231,0.40647435897435896,0.5985346153846073
13,0.24015961538461536,0.4847660256410256,0.5074615384615284
14,0.24792692307692307,0.4435512820512821,0.635803846153838
15,0.20096538461538463,0.36797115384615386,0.6870903846153775
16,0.19681923076923077,0.36590064102564107,0.795774999999997
17,0.19042884615384617,0.33790064102564105,0.8618115384615364
18,0.18253076923076922,0.331676282051282,0.9156346153846153
19,0.2116653846153846,0.35607051282051283,0.7606923076923077
20,0.2486596153846154,0.4051121794871795,0.6709615384615385
21,0.20985192307692307,0.39850641025641026,0.45334807692307594
22,0.20060000000000003,0.33098397435897436,0.39452115384615283
23,0.16353653846153846,0.26615384615384613,0.3458096153846144
total_mean_consumption,4.024065384615385,7.026842948717949,11.204642307692243
