hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,2
FMB,1
GPC,0
JACL,1
JALG,2
JLG,1
JMM,2
LFZA,2
MANA,2
MBGV,0
MTTA,3
PAA,1
RFM,0
RTF,1
