hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,3
FMB,0
GPC,0
JACL,2
JALG,2
JLG,0
JMM,2
LFZA,1
MANA,2
MBGV,0
MTTA,2
PAA,2
RFM,0
RTF,2
