hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,1
JALG,3
JLG,1
JMM,3
LFZA,2
MANA,3
MBGV,0
MTTA,4
PAA,1
RFM,0
RTF,1
