hogar,cluster
ABLD,1
AJVG,0
ATF,1
FJAG,3
FMB,1
GPC,0
JACL,1
JALG,2
JLG,1
JMM,3
LFZA,0
MANA,3
MBGV,1
MTTA,4
PAA,1
RFM,0
RTF,3
