hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,4
FMB,0
GPC,0
JACL,2
JALG,3
JLG,0
JMM,3
LFZA,1
MANA,3
MBGV,0
MTTA,3
PAA,2
RFM,0
RTF,3
