hogar,cluster
ABLD,0
AJVG,2
ATF,0
FJAG,4
FMB,1
GPC,0
JACL,1
JALG,2
JLG,1
JMM,4
LFZA,0
MANA,2
MBGV,1
MTTA,3
PAA,4
RFM,0
RTF,2
