hogar,cluster
ABLD,0
AJVG,1
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,1
JALG,2
JLG,1
JMM,3
LFZA,0
MANA,2
MBGV,1
MTTA,2
PAA,3
RFM,0
RTF,2
