hogar,cluster
ABLD,0
AJVG,2
ATF,0
FJAG,4
FMB,0
GPC,1
JACL,0
JALG,2
JLG,0
JMM,4
LFZA,0
MANA,2
MBGV,1
MTTA,3
PAA,2
RFM,0
RTF,2
