hogar,cluster
ABLD,0
AJVG,4
ATF,0
FJAG,4
FMB,2
GPC,0
JACL,0
JALG,2
JLG,0
JMM,1
LFZA,1
MANA,1
MBGV,0
MTTA,3
PAA,2
RFM,0
RTF,4
