hogar,cluster
ABLD,1
AJVG,3
ATF,0
FJAG,4
FMB,1
GPC,1
JACL,0
JALG,3
JLG,1
JMM,1
LFZA,1
MANA,1
MBGV,1
MTTA,2
PAA,3
RFM,0
RTF,4
