hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,2
FMB,0
GPC,0
JACL,1
JALG,0
JLG,1
JMM,2
LFZA,0
MANA,2
MBGV,0
MTTA,2
PAA,0
RFM,0
RTF,0
