hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,3
FMB,0
GPC,0
JACL,1
JALG,2
JLG,1
JMM,3
LFZA,0
MANA,3
MBGV,0
MTTA,3
PAA,0
RFM,0
RTF,2
