hogar,cluster
ABLD,2
AJVG,1
ATF,1
FJAG,2
FMB,2
GPC,1
JACL,1
JALG,2
JLG,1
JMM,2
LFZA,0
MANA,2
MBGV,2
MTTA,3
PAA,2
RFM,1
RTF,2
