hogar,cluster
ABLD,3
AJVG,2
ATF,0
FJAG,3
FMB,3
GPC,2
JACL,0
JALG,3
JLG,0
JMM,3
LFZA,1
MANA,3
MBGV,3
MTTA,4
PAA,3
RFM,0
RTF,3
