hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,1
FMB,0
GPC,0
JACL,0
JALG,0
JLG,0
JMM,0
LFZA,0
MANA,1
MBGV,0
MTTA,1
PAA,1
RFM,0
RTF,0
