hour,0,1,2,3
0,0.12347172227839569,0.15216888972243062,0.3934516129032258,0.17673529411764707
1,0.09947470010905127,0.1247914266645214,0.39249999999999996,0.15089423076923075
2,0.09461910409827386,0.10747456986720834,0.319015625,0.15116037735849056
3,0.08957099236641222,0.09924027963999182,0.2352936507936508,0.15019230769230768
4,0.08749203925845148,0.09361425919635781,0.16375396825396824,0.15184615384615385
5,0.08706266085059979,0.09416949594086998,0.12399206349206349,0.16603846153846155
6,0.08947125408942203,0.10548329767814187,0.13753968253968252,0.18842307692307692
7,0.09646828789531078,0.14229006203407404,0.17565079365079367,0.26357692307692304
8,0.11275834242093782,0.21478355898401574,0.25113492063492066,0.2636776923076854
9,0.1280437731733915,0.2915838949770873,0.29703174603174604,0.3120946153846033
10,0.13535044711014177,0.33725614818655114,0.3897222222222222,0.5086234615384495
11,0.14180268266085058,0.34688219365834183,0.32103174603174606,0.8109407692307572
12,0.15634625954198472,0.36353270901986956,0.23023015873015873,0.8365657692307571
13,0.19812285714285713,0.40519325818927243,0.3148492063492063,0.6150465384615263
14,0.21209182115594333,0.34297466028250034,0.44217460317460316,0.5191896153846051
15,0.16383173391494005,0.27980425200572867,0.3161349206349206,0.5371692307692222
16,0.16126218102508177,0.2683293716343585,0.21307936507936506,0.5246199999999931
17,0.15051912758996727,0.27691625459594427,0.2970238095238095,0.5942811538461504
18,0.1577181461286805,0.31233093063029244,0.3583015873015873,0.647597307692306
19,0.16473703380588878,0.37166222158658646,0.3281111111111111,0.6318461538461538
20,0.1774492693565976,0.4293272790023697,0.3480714285714286,0.478375
21,0.17716043620501637,0.3782552894824137,0.5514285714285715,0.45163461538461536
22,0.16204826608505998,0.2678478118240163,0.45185714285714285,0.3380961538461538
23,0.1395695092693566,0.18284201999074357,0.5572222222222222,0.23592307692307693
total_mean_consumption,3.306442647532613,5.9887541347936875,7.608602158538145,9.704547979168346
