hogar,cluster
ABLD,2
AJVG,0
ATF,0
FJAG,4
FMB,1
GPC,0
JACL,0
JALG,2
JLG,0
JMM,1
LFZA,0
MANA,1
MBGV,1
MTTA,3
PAA,1
RFM,0
RTF,2
