hogar,cluster
ABLD,2
AJVG,1
ATF,0
FJAG,4
FMB,2
GPC,1
JACL,0
JALG,3
JLG,0
JMM,2
LFZA,1
MANA,2
MBGV,2
MTTA,3
PAA,2
RFM,0
RTF,3
