hogar,cluster
ABLD,1
AJVG,1
ATF,0
FJAG,3
FMB,1
GPC,0
JACL,0
JALG,2
JLG,0
JMM,1
LFZA,0
MANA,1
MBGV,1
MTTA,2
PAA,1
RFM,0
RTF,2
