hogar,cluster
ABLD,0
AJVG,0
ATF,0
FJAG,4
FMB,3
GPC,0
JACL,0
JALG,1
JLG,0
JMM,3
LFZA,0
MANA,1
MBGV,0
MTTA,2
PAA,1
RFM,0
RTF,3
