hogar,cluster
ABLD,1
AJVG,1
ATF,0
FJAG,4
FMB,3
GPC,1
JACL,0
JALG,3
JLG,0
JMM,3
LFZA,0
MANA,3
MBGV,1
MTTA,2
PAA,3
RFM,0
RTF,3
