hogar,cluster
ABLD,2
AJVG,1
ATF,0
FJAG,2
FMB,1
GPC,1
JACL,0
JALG,2
JLG,0
JMM,2
LFZA,0
MANA,2
MBGV,2
MTTA,2
PAA,2
RFM,0
RTF,2
