hour,0,1,2,3
0,0.14133333333333334,0.2654666666666667,0.24724285714285715,0.2819333333333333
1,0.10636041666666667,0.5218166666666667,0.1786714285714286,0.16826666666666668
2,0.09382708333333332,0.44811666666666666,0.12583809523809525,0.15541666666666665
3,0.08106875,0.33370000000000005,0.11520476190476191,0.1317
4,0.07950208333333333,0.2676,0.10681666666666667,0.13415
5,0.0777,0.13925,0.09301666666666666,0.1331
6,0.07324791666666666,0.13271666666666668,0.09259761904761905,0.13741666666666666
7,0.08676249999999999,0.1865166666666667,0.1605095238095238,0.20488333333333333
8,0.15754166666666666,0.25566666666666665,0.3564190476190476,0.2397
9,0.16618541666666667,0.21196666666666666,0.26284285714285716,0.4231833333333333
10,0.1487375,0.18696666666666667,0.2556142857142857,0.5659333333333333
11,0.15026041666666667,0.2275333333333333,0.2506404761904762,0.6129833333333334
12,0.13967916666666666,0.23455,0.25802142857142857,0.7777833333333334
13,0.146225,0.2089,0.3149119047619048,0.9513666666666667
14,0.17481458333333333,0.3331166666666666,0.4196571428571429,0.7669333333333334
15,0.2625791666666667,0.37766666666666665,0.41039047619047625,0.6298999999999999
16,0.2140375,0.22183333333333335,0.3266333333333333,0.48341666666666666
17,0.1882375,0.17691666666666667,0.28624761904761903,0.3934833333333333
18,0.1774791666666667,0.17883333333333334,0.29701428571428573,0.46191666666666664
19,0.16026666666666667,0.19306666666666666,0.34012619047619047,0.48018333333333335
20,0.18737291666666667,0.17779999999999999,0.35814523809523807,0.6117666666666667
21,0.23789166666666667,0.1658,0.45491666666666664,0.4626
22,0.20504999999999998,0.26595,0.5158857142857143,0.43801666666666667
23,0.17402916666666668,0.5537166666666666,0.35521190476190473,0.42545
total_mean_consumption,3.6301895833333333,6.265466666666668,6.582576190476191,10.071483333333331
