hour,0,1,2
0,0.1882803528065623,0.32609212519936204,0.2512114285714286
1,0.14466526546298009,0.2646889104864434,0.17781818181818182
2,0.1101889523567555,0.23642987440191388,0.1375625
3,0.09775095801171059,0.18666591905901117,0.13801136363636363
4,0.09010360961864942,0.162588451953748,0.1330284090909091
5,0.08699742447250443,0.10419076953748006,0.1398125
6,0.08596035708752252,0.10282374900318979,0.13705681818181817
7,0.09682166271430502,0.20971617324561403,0.2604375
8,0.1416265443092846,0.5450220045853269,0.2853693181818182
9,0.1898903463765551,0.3561230861244019,0.33777840909090906
10,0.20735907325227168,0.3472497009569378,0.4630284090909091
11,0.21645569349658747,0.3750979515550239,0.531903409090909
12,0.20821137265599685,0.37967658492822964,0.7377784090909091
13,0.23951388980064284,0.354784100877193,1.038215909090909
14,0.3057050420942731,0.41365646431419456,0.9269147727272727
15,0.330413526176028,0.5180914374003189,0.7179431818181818
16,0.26277164955506405,0.40910774023125995,0.5968114285714285
17,0.23160937239629995,0.31685323963317386,0.5267085714285714
18,0.2213888830603946,0.3171489284290271,0.5736228571428571
19,0.2365790113778328,0.3745275717703349,0.5496
20,0.2657057503557676,0.46564109848484847,0.6447085714285714
21,0.31830708101784544,0.557736134370016,0.5033257142857143
22,0.3036856507977419,0.591590759569378,0.45456571428571435
23,0.2365932172358459,0.5154719348086124,0.43433714285714287
total_mean_consumption,4.8165846864894215,8.430974710925039,10.697550519480517
