archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_1.0,consumo_2.0,consumo_3.0,consumo_4.0,consumo_5.0,consumo_6.0,consumo_7.0,consumo_8.0,consumo_9.0,consumo_10.0,consumo_11.0,consumo_12.0,consumo_13.0,consumo_14.0,consumo_15.0,consumo_16.0,consumo_17.0,consumo_18.0,consumo_19.0,consumo_20.0,consumo_21.0,consumo_22.0,consumo_23.0,consumo_1.0_suma,consumo_2.0_suma,consumo_3.0_suma,consumo_4.0_suma,consumo_5.0_suma,consumo_6.0_suma,consumo_7.0_suma,consumo_8.0_suma,consumo_9.0_suma,consumo_10.0_suma,consumo_11.0_suma,consumo_12.0_suma,consumo_13.0_suma,consumo_14.0_suma,consumo_15.0_suma,consumo_16.0_suma,consumo_17.0_suma,consumo_18.0_suma,consumo_19.0_suma,consumo_20.0_suma,consumo_21.0_suma,consumo_22.0_suma,consumo_23.0_suma,consumo_1.0_std,consumo_2.0_std,consumo_3.0_std,consumo_4.0_std,consumo_5.0_std,consumo_6.0_std,consumo_7.0_std,consumo_8.0_std,consumo_9.0_std,consumo_10.0_std,consumo_11.0_std,consumo_12.0_std,consumo_13.0_std,consumo_14.0_std,consumo_15.0_std,consumo_16.0_std,consumo_17.0_std,consumo_18.0_std,consumo_19.0_std,consumo_20.0_std,consumo_21.0_std,consumo_22.0_std,consumo_23.0_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2024-05,Mayo,2024-04-29/2024-05-05,2024-05-06/2024-05-12,2024-05-13/2024-05-19,2024-05-20/2024-05-26,2024-05-27/2024-06-02
ABLD,0.2049172510518934,0.2221582216492679,0.048,1.377,0.076,0.105,0.217,146.106,0.20491725105189337,4.7130967741935486,0.12625806451612903,0.09864516129032258,0.08638709677419355,0.09206451612903226,0.11041935483870968,0.11229032258064515,0.10164516129032257,0.23058064516129034,0.207741935483871,0.1354516129032258,0.15461290322580645,0.18638709677419354,0.23296774193548386,0.18867741935483873,0.35738709677419356,0.3528709677419355,0.25529032258064516,0.19725806451612904,0.18693548387096773,0.27454838709677415,0.3919032258064516,0.3285806451612903,0.3041935483870968,3.914,3.058,2.678,2.854,3.423,3.481,3.151,7.148000000000001,6.44,4.199,4.793,5.778,7.2219999999999995,5.849,11.079,10.939,7.914,6.115,5.795,8.511,12.149,10.186,9.43,3.914,3.058,2.678,2.854,3.423,3.481,3.151,7.148000000000001,6.44,4.199,4.793,5.778,7.2219999999999995,5.849,11.079,10.939,7.914,6.115,5.795,8.511,12.149,10.186,9.43,0.16306451612903228,0.20924731182795697,0.24808870967741933,0.3248064516129032,0.10275483870967742,20.220000000000002,38.92,30.763000000000005,40.275999999999996,15.926999999999998,0.047759207528595124,0.06287438055241344,0.055334757979304615,0.054222231645717746,0.033866719364830246,0.1942391304347826,0.20119565217391303,0.21458260869565218,0.18777391304347826,0.1809217391304348,0.23265217391304346,0.23092391304347828,17.87,18.509999999999998,24.677,21.594,20.806,21.404,21.245,0.20623540212423627,0.2495133390312331,0.24950185396803345,0.20093501004272396,0.18660654488372083,0.25179188313526824,0.20729668888836664,0.19557088846880907,0.23178804347826087,103.457,42.649,0.21881773233503496,0.22999055259399226,0.2049172510518934,146.106,0.22215822164926785,146.106,146.106,21.869,30.238,37.688,34.492,21.819
AJVG,0.1810813464235624,0.25534926313278106,0.027,2.054,0.054,0.075,0.203,129.111,0.1810813464235624,4.164870967741936,0.10096774193548387,0.09619354838709678,0.08658064516129033,0.0706774193548387,0.08938709677419354,0.0800967741935484,0.15596774193548388,0.642741935483871,0.32980645161290323,0.1552258064516129,0.12293548387096774,0.1553225806451613,0.20874193548387096,0.12296774193548386,0.14112903225806453,0.11445161290322581,0.08045161290322582,0.18829032258064515,0.32261290322580644,0.30316129032258066,0.18025806451612902,0.2165483870967742,0.20035483870967744,3.13,2.982,2.684,2.191,2.771,2.483,4.835,19.925,10.224,4.812,3.811,4.815,6.471,3.812,4.375,3.548,2.494,5.837,10.001,9.398,5.588,6.713,6.211,3.13,2.982,2.684,2.191,2.771,2.483,4.835,19.925,10.224,4.812,3.811,4.815,6.471,3.812,4.375,3.548,2.494,5.837,10.001,9.398,5.588,6.713,6.211,0.30215322580645165,0.15105376344086022,0.1764516129032258,0.22508064516129034,0.08876129032258065,37.467,28.096000000000004,21.88,27.910000000000004,13.758,0.19604708468294946,0.08485298060062893,0.1591131141441922,0.06724276628777992,0.013192774961035155,0.19634782608695653,0.20017391304347826,0.1690608695652174,0.19578260869565217,0.15857391304347826,0.18825,0.16433695652173913,18.064,18.416,19.442,22.515,18.236,17.319,15.119,0.23979196270900646,0.2404744672972215,0.21048099830711564,0.30009150015756725,0.2698228158349106,0.30241237492122325,0.20450859232191837,0.1827466918714556,0.17629347826086958,96.673,32.438,0.254744799723556,0.2577170913855098,0.1810813464235624,129.111,0.25534926313278117,129.111,129.111,28.419,25.629,32.824,22.419,19.82
ATF,0.15230575035063112,0.12065546259945827,0.051,1.176,0.078,0.125,0.173,108.594,0.15230575035063112,3.5030322580645166,0.10035483870967743,0.08800000000000001,0.08512903225806452,0.09367741935483871,0.09412903225806452,0.09641935483870967,0.09483870967741935,0.08764516129032258,0.14225806451612905,0.2085483870967742,0.19803225806451613,0.20793548387096775,0.25074193548387097,0.2822903225806451,0.2915806451612903,0.1964516129032258,0.1510967741935484,0.13522580645161292,0.12554838709677418,0.11399999999999999,0.15383870967741936,0.15870967741935485,0.1465806451612903,3.111,2.728,2.6390000000000002,2.904,2.918,2.989,2.94,2.717,4.41,6.465,6.139,6.446,7.773,8.751,9.039,6.09,4.684,4.192,3.892,3.534,4.769,4.92,4.544,3.111,2.728,2.6390000000000002,2.904,2.918,2.989,2.94,2.717,4.41,6.465,6.139,6.446,7.773,8.751,9.039,6.09,4.684,4.192,3.892,3.534,4.769,4.92,4.544,0.10529032258064516,0.23985483870967741,0.15208064516129033,0.14328225806451614,0.09225806451612903,13.056000000000001,44.613,18.858,17.767,14.3,0.05732388407779839,0.04437763696912397,0.04647918864011224,0.012128620516248561,0.0032530044806217476,0.1604891304347826,0.13720652173913042,0.16595652173913045,0.15634782608695652,0.1593304347826087,0.1659021739130435,0.11472826086956521,14.765,12.623,19.085,17.98,18.323,15.263,10.555,0.12033675226832531,0.07170138595737403,0.1251161138810979,0.13088236605911677,0.11750481302118071,0.1673886744880624,0.07525051250394925,0.15647637051039698,0.14031521739130434,82.776,25.818,0.11631955360315914,0.13193577087362648,0.15230575035063112,108.594,0.1206554625994583,108.594,108.594,17.964,20.009,27.354,23.912,19.355
FJAG,0.44980364656381483,0.7565425611189609,0.068,5.052,0.181,0.262,0.398,320.71,0.44980364656381483,10.345483870967742,0.2344516129032258,0.1688709677419355,0.14996774193548387,0.16125806451612903,0.15219354838709678,0.15125806451612903,0.23683870967741935,0.26761290322580644,0.25996774193548383,0.3600322580645161,0.4252258064516129,0.6429354838709678,0.9868064516129031,0.9166129032258065,0.7795806451612903,0.7721290322580645,0.7101290322580645,0.4479354838709677,0.5108387096774194,0.7056451612903226,0.4659677419354839,0.39974193548387094,0.43948387096774194,7.268,5.235,4.649,4.999,4.718,4.689,7.342,8.296,8.059,11.161,13.182,19.931,30.590999999999998,28.415,24.167,23.936,22.014,13.886,15.836,21.875,14.445,12.392,13.624,7.268,5.235,4.649,4.999,4.718,4.689,7.342,8.296,8.059,11.161,13.182,19.931,30.590999999999998,28.415,24.167,23.936,22.014,13.886,15.836,21.875,14.445,12.392,13.624,0.22891935483870968,0.6851989247311828,0.6102580645161291,0.5027096774193548,0.1733483870967742,28.385999999999996,127.447,75.672,62.336000000000006,26.869,0.04712959140696148,0.30094236527627527,0.6133983903130587,0.06739045401651257,0.059545852933519966,0.3318586956521739,0.30333695652173914,0.3300347826086957,0.3332086956521739,0.755295652173913,0.35336956521739127,0.7242391304347826,30.531,27.907,37.954,38.319,86.859,32.51,66.63,0.23893934958624452,0.20225581001578405,0.2046157687340966,0.22769618476228642,1.3364173104283368,0.268875914735931,1.2955938209105708,0.4188468809073724,0.538804347826087,221.57,99.14,0.6740571650367734,0.9514299762790817,0.44980364656381483,320.71,0.7565425611189609,320.71,320.71,37.261,78.761,88.794,54.415,61.479
FMB,0.17570827489481067,0.21455358449495127,0.01,1.809,0.051,0.114,0.219,125.28,0.17570827489481064,4.041290322580645,0.09322580645161291,0.08893548387096775,0.0744516129032258,0.08512903225806451,0.09083870967741935,0.08854838709677419,0.07541935483870968,0.10558064516129033,0.19222580645161289,0.29974193548387096,0.25661290322580643,0.25106451612903224,0.3349677419354839,0.4090967741935484,0.2766774193548387,0.11296774193548387,0.1420967741935484,0.20519354838709677,0.1368709677419355,0.17967741935483872,0.21506451612903224,0.16832258064516128,0.15858064516129033,2.89,2.757,2.308,2.639,2.816,2.745,2.338,3.273,5.959,9.292,7.955,7.7829999999999995,10.384,12.682,8.577,3.502,4.405,6.361,4.243,5.57,6.667,5.218,4.916,2.89,2.757,2.308,2.639,2.816,2.745,2.338,3.273,5.959,9.292,7.955,7.7829999999999995,10.384,12.682,8.577,3.502,4.405,6.361,4.243,5.57,6.667,5.218,4.916,0.11544354838709678,0.3046935483870968,0.14928225806451614,0.18041129032258063,0.08651612903225805,14.315,56.673,18.511000000000003,22.371,13.41,0.06488607466782112,0.1037594737559271,0.04609982834254357,0.07945288911274187,0.008441978394234632,0.16832608695652174,0.13677173913043478,0.18472173913043477,0.18537391304347828,0.17010434782608697,0.1768913043478261,0.2045,15.486,12.583,21.243,21.318,19.562,16.274,18.814,0.17229320196647477,0.12318957991299426,0.20319313031565608,0.2894880375333403,0.21761624737432053,0.21468527726698694,0.22472383540203789,0.17049527410207937,0.19069565217391304,90.192,35.088,0.21273452405248133,0.2195973085092128,0.17570827489481067,125.28,0.21455358449495132,125.28,125.28,26.16,23.743,29.822,26.326999999999998,19.228
GPC,0.1627251051893408,0.18550215072126536,0.024,1.31,0.061,0.098,0.162,116.023,0.1627251051893408,3.7426774193548384,0.09103225806451613,0.07635483870967742,0.07287096774193548,0.0677741935483871,0.07270967741935484,0.06812903225806452,0.1074516129032258,0.28461290322580646,0.21154838709677418,0.16222580645161291,0.10354838709677419,0.09732258064516129,0.12548387096774194,0.14896774193548387,0.3480322580645161,0.24087096774193548,0.20416129032258062,0.23751612903225805,0.17629032258064517,0.18112903225806448,0.3338709677419355,0.1908709677419355,0.1399032258064516,2.822,2.367,2.259,2.101,2.254,2.112,3.331,8.823,6.558,5.029,3.21,3.017,3.89,4.618,10.789,7.467,6.329,7.3629999999999995,5.465,5.614999999999999,10.35,5.917,4.337,2.822,2.367,2.259,2.101,2.254,2.112,3.331,8.823,6.558,5.029,3.21,3.017,3.89,4.618,10.789,7.467,6.329,7.3629999999999995,5.465,5.614999999999999,10.35,5.917,4.337,0.16793548387096774,0.16426344086021505,0.21470967741935482,0.21144354838709672,0.0761483870967742,20.823999999999998,30.553000000000004,26.624,26.218999999999998,11.802999999999999,0.10897128229984736,0.04975685999802114,0.03282086010044921,0.0992759846219509,0.026773330047336334,0.16742391304347826,0.12917391304347828,0.18804347826086956,0.14076521739130435,0.14061739130434783,0.21780434782608696,0.15993478260869565,15.403,11.884,21.625,16.188,16.171,20.038,14.714,0.19331595919950098,0.11575443966001193,0.21802983021822622,0.15827576037857863,0.1592404439617493,0.2489602660000642,0.16587045152456542,0.1536313799621928,0.18886956521739132,81.271,34.752,0.17425777187513766,0.21294221578959793,0.1627251051893408,116.023,0.18550215072126536,116.023,116.023,19.082,29.246,24.663,26.032,17.0
JACL,0.0969242636746143,0.05570891329040438,0.036,0.798,0.061,0.089,0.124,69.107,0.0969242636746143,2.229258064516129,0.12035483870967742,0.10080645161290322,0.06783870967741937,0.08706451612903225,0.07964516129032258,0.07206451612903225,0.07496774193548386,0.07706451612903226,0.08303225806451613,0.09064516129032259,0.09032258064516129,0.093,0.0974516129032258,0.12329032258064516,0.15980645161290322,0.12864516129032258,0.10916129032258064,0.09616129032258064,0.096,0.09106451612903226,0.07693548387096774,0.0882258064516129,0.12570967741935482,3.731,3.125,2.103,2.699,2.469,2.234,2.324,2.389,2.574,2.81,2.8,2.883,3.021,3.822,4.954,3.988,3.384,2.981,2.976,2.823,2.385,2.735,3.897,3.731,3.125,2.103,2.699,2.469,2.234,2.324,2.389,2.574,2.81,2.8,2.883,3.021,3.822,4.954,3.988,3.384,2.981,2.976,2.823,2.385,2.735,3.897,0.07678225806451612,0.10908602150537634,0.10749193548387095,0.09548387096774191,0.09114193548387098,9.520999999999999,20.29,13.329,11.84,14.126999999999999,0.002579722104881638,0.03631281741858467,0.019861381204341777,0.004387240143324078,0.005886645872082593,0.09732608695652174,0.09797826086956521,0.0944,0.09340869565217393,0.09534782608695652,0.09434782608695652,0.10756521739130435,8.954,9.014,10.856,10.742,10.965,8.68,9.896,0.040382269173991535,0.05340102856581737,0.04605313483434298,0.04145593637302691,0.055220140534692985,0.05399561129553227,0.09002848198255979,0.09552173913043478,0.10095652173913043,50.531,18.576,0.047568371845166206,0.0743244861862629,0.0969242636746143,69.107,0.0557089132904044,69.107,69.107,11.401,15.643,15.331999999999999,15.745,10.986
JALG,0.2724726507713885,0.28798487621390023,0.062,1.806,0.086,0.149,0.332,194.273,0.27247265077138855,6.266870967741936,0.15732258064516128,0.10038709677419355,0.10170967741935484,0.09387096774193548,0.09335483870967742,0.09480645161290323,0.10822580645161291,0.25148387096774194,0.284258064516129,0.23690322580645162,0.219,0.18661290322580645,0.3805483870967742,0.5059354838709678,0.5504193548387096,0.566,0.2528709677419355,0.2777741935483871,0.21445161290322579,0.2266774193548387,0.45164516129032256,0.5297419354838709,0.38287096774193546,4.877,3.112,3.153,2.91,2.894,2.939,3.355,7.796,8.812,7.344,6.789,5.785,11.797,15.684000000000001,17.063,17.546,7.839,8.611,6.648,7.027,14.001,16.422,11.869,4.877,3.112,3.153,2.91,2.894,2.939,3.355,7.796,8.812,7.344,6.789,5.785,11.797,15.684000000000001,17.063,17.546,7.839,8.611,6.648,7.027,14.001,16.422,11.869,0.18469354838709678,0.34656989247311826,0.3277741935483871,0.39773387096774193,0.10932903225806449,22.902,64.462,40.64399999999999,49.319,16.945999999999998,0.11584255102542163,0.11374819599712628,0.08551190518419319,0.11003080420132202,0.027438378277836076,0.2882065217391304,0.2693913043478261,0.3107304347826087,0.26663478260869566,0.29506086956521743,0.21615217391304348,0.2473804347826087,26.515,24.784,35.734,30.663,33.932,19.886,22.759,0.3196853032965587,0.28937173159179497,0.3405895127141497,0.27616389522378126,0.2950738321807505,0.22804828555521464,0.233197357457334,0.2866313799621928,0.2317663043478261,151.628,42.645,0.3043650529427237,0.2305384402010026,0.2724726507713885,194.273,0.2879848762139002,194.273,194.273,34.879,40.621,43.925,46.535000000000004,28.313
JLG,0.11957223001402524,0.11821066779505883,0.036,1.033,0.054,0.077,0.143,85.255,0.11957223001402523,2.75016129032258,0.14425806451612905,0.07080645161290322,0.06167741935483871,0.05664516129032258,0.05845161290322581,0.05338709677419355,0.05535483870967742,0.05451612903225806,0.058193548387096776,0.18812903225806452,0.17174193548387096,0.1357741935483871,0.12783870967741937,0.19622580645161292,0.15706451612903224,0.19196774193548385,0.13145161290322582,0.10254838709677419,0.11825806451612902,0.12748387096774194,0.16548387096774192,0.18274193548387097,0.14016129032258065,4.472,2.195,1.9120000000000001,1.756,1.812,1.655,1.716,1.69,1.804,5.832,5.324,4.2090000000000005,3.963,6.083,4.869,5.951,4.075,3.179,3.666,3.952,5.13,5.665,4.345,4.472,2.195,1.9120000000000001,1.756,1.812,1.655,1.716,1.69,1.804,5.832,5.324,4.2090000000000005,3.963,6.083,4.869,5.951,4.075,3.179,3.666,3.952,5.13,5.665,4.345,0.055362903225806455,0.1627956989247312,0.1360564516129032,0.15396774193548388,0.07836774193548388,6.865,30.28,16.871,19.092,12.147,0.0022426421283235484,0.046601915220882834,0.0826281405459097,0.03154997852041702,0.06554486782457175,0.12392391304347826,0.12392391304347826,0.1473304347826087,0.12433043478260869,0.09004347826086957,0.11775000000000001,0.10895652173913042,11.401,11.401,16.943,14.298,10.355,10.833,10.024,0.09470361327287047,0.10775432310193958,0.149616159281778,0.11533868675379484,0.10086402096207389,0.1407544526260748,0.09606670222132557,0.12173534971644612,0.11335326086956521,64.398,20.857,0.11753040345658326,0.12025142235945717,0.11957223001402524,85.255,0.11821066779505884,85.255,85.255,15.925,18.834,16.854,20.578,13.064
JMM,0.2305820476858345,0.22547070442446898,0.069,1.815,0.118,0.161,0.23,164.405,0.2305820476858345,5.303387096774194,0.16651612903225807,0.13061290322580646,0.11464516129032258,0.11529032258064516,0.11461290322580645,0.11196774193548388,0.10864516129032258,0.12448387096774194,0.19393548387096773,0.1452258064516129,0.22890322580645162,0.2676451612903226,0.4513870967741936,0.6076451612903225,0.4776774193548387,0.21161290322580645,0.21661290322580645,0.23070967741935483,0.19035483870967743,0.23790322580645162,0.29061290322580646,0.3091935483870968,0.2571935483870968,5.162,4.049,3.554,3.574,3.553,3.471,3.368,3.859,6.012,4.502,7.096,8.297,13.993,18.837,14.808,6.56,6.715,7.152,5.901,7.375,9.009,9.585,7.973,5.162,4.049,3.554,3.574,3.553,3.471,3.368,3.859,6.012,4.502,7.096,8.297,13.993,18.837,14.808,6.56,6.715,7.152,5.901,7.375,9.009,9.585,7.973,0.13475806451612904,0.3630806451612903,0.2123225806451613,0.27372580645161293,0.12833548387096774,16.71,67.53299999999999,26.328,33.942,19.892,0.042400516032258834,0.1660567050005941,0.03448567694647,0.04233286708325101,0.0108824809038143,0.2586086956521739,0.22125,0.24529565217391305,0.20453913043478264,0.2070608695652174,0.2821521739130435,0.2038804347826087,23.792,20.355,28.209,23.522000000000002,23.812,25.958,18.757,0.26912548470362535,0.19514579643982052,0.27320835741221017,0.19251471973598977,0.1576470233835494,0.29046521740596537,0.1602627541951856,0.2262570888468809,0.24301630434782612,119.69,44.715,0.221311855913831,0.23720537032465708,0.2305820476858345,164.405,0.22547070442446898,164.405,164.405,23.348,37.444,34.686,38.833,30.094
