archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_1.0,consumo_2.0,consumo_3.0,consumo_4.0,consumo_5.0,consumo_6.0,consumo_7.0,consumo_8.0,consumo_9.0,consumo_10.0,consumo_11.0,consumo_12.0,consumo_13.0,consumo_14.0,consumo_15.0,consumo_16.0,consumo_17.0,consumo_18.0,consumo_19.0,consumo_20.0,consumo_21.0,consumo_22.0,consumo_23.0,consumo_1.0_suma,consumo_2.0_suma,consumo_3.0_suma,consumo_4.0_suma,consumo_5.0_suma,consumo_6.0_suma,consumo_7.0_suma,consumo_8.0_suma,consumo_9.0_suma,consumo_10.0_suma,consumo_11.0_suma,consumo_12.0_suma,consumo_13.0_suma,consumo_14.0_suma,consumo_15.0_suma,consumo_16.0_suma,consumo_17.0_suma,consumo_18.0_suma,consumo_19.0_suma,consumo_20.0_suma,consumo_21.0_suma,consumo_22.0_suma,consumo_23.0_suma,consumo_1.0_std,consumo_2.0_std,consumo_3.0_std,consumo_4.0_std,consumo_5.0_std,consumo_6.0_std,consumo_7.0_std,consumo_8.0_std,consumo_9.0_std,consumo_10.0_std,consumo_11.0_std,consumo_12.0_std,consumo_13.0_std,consumo_14.0_std,consumo_15.0_std,consumo_16.0_std,consumo_17.0_std,consumo_18.0_std,consumo_19.0_std,consumo_20.0_std,consumo_21.0_std,consumo_22.0_std,consumo_23.0_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2023-03,Marzo,2023-02-27/2023-03-05,2023-03-06/2023-03-12,2023-03-13/2023-03-19,2023-03-20/2023-03-26,2023-03-27/2023-04-02
ABLD,0.21374438202247192,0.23443895224826258,0.049,1.487,0.07375,0.121,0.225,152.186,0.21372689022057884,4.909225806451613,0.09509677419354838,0.08083870967741937,0.08173333333333334,0.07738709677419355,0.11429032258064517,0.11525806451612904,0.08548387096774193,0.11738709677419355,0.2523870967741935,0.16648387096774192,0.2991935483870968,0.3094193548387097,0.26383870967741935,0.16990322580645162,0.4690967741935484,0.31129032258064515,0.3199677419354839,0.2631612903225806,0.23725806451612902,0.20116129032258065,0.39245161290322583,0.28719354838709676,0.20158064516129032,2.948,2.5060000000000002,2.452,2.399,3.543,3.573,2.65,3.6390000000000002,7.824,5.161,9.275,9.592,8.179,5.267,14.542,9.65,9.919,8.158,7.3549999999999995,6.236,12.166,8.903,6.249,2.948,2.5060000000000002,2.452,2.399,3.543,3.573,2.65,3.6390000000000002,7.824,5.161,9.275,9.592,8.179,5.267,14.542,9.65,9.919,8.158,7.3549999999999995,6.236,12.166,8.903,6.249,0.1426290322580645,0.2796559139784946,0.28291935483870967,0.2705967741935484,0.08986924731182795,17.686,52.016000000000005,35.082,33.554,13.847999999999999,0.10156194799703011,0.07121367099627252,0.045822778983221554,0.02506972011563883,0.04330476968078479,0.20785869565217394,0.2585434782608696,0.2357217391304348,0.2016086956521739,0.2021304347826087,0.21627173913043476,0.1740879120879121,19.123,23.786,27.108,23.185,23.245,19.897,15.842,0.2015324030621236,0.2558648945101961,0.27853106374448267,0.2447409907541058,0.199260101627713,0.25339814058924165,0.18143781599898373,0.2201266540642722,0.1952950819672131,116.447,35.739,0.238788492510924,0.22097866817606374,0.21374438202247192,152.186,0.2344389522482627,152.186,152.186,22.048000000000002,38.543,34.966,34.894,21.735
AJVG,0.29931039325842695,0.3912752823249827,0.019,2.317,0.047,0.1085,0.38725,213.109,0.29939347188575804,6.874483870967741,0.09829032258064517,0.07732258064516129,0.0809,0.0727741935483871,0.05422580645161291,0.061580645161290325,0.12767741935483873,0.46654838709677415,0.6081935483870967,0.554741935483871,0.5082903225806452,0.42209677419354835,0.3602258064516129,0.36351612903225805,0.7524516129032258,0.4449354838709677,0.22067741935483873,0.27638709677419354,0.16648387096774195,0.2057741935483871,0.2634193548387097,0.44651612903225807,0.24406451612903227,3.047,2.397,2.427,2.2560000000000002,1.681,1.909,3.958,14.463,18.854,17.197,15.757000000000001,13.084999999999999,11.167,11.269,23.326,13.793,6.841,8.568,5.1610000000000005,6.3790000000000004,8.166,13.842,7.566,3.047,2.397,2.427,2.2560000000000002,1.681,1.909,3.958,14.463,18.854,17.197,15.757000000000001,13.084999999999999,11.167,11.269,23.326,13.793,6.841,8.568,5.1610000000000005,6.3790000000000004,8.166,13.842,7.566,0.31599999999999995,0.4935537634408602,0.27712096774193545,0.2899435483870968,0.07670258064516129,39.184,91.80100000000002,34.363,35.953,11.808,0.1739874945691546,0.05456474642892049,0.11818782436748224,0.020584621177748716,0.01859585629707693,0.2431086956521739,0.29682608695652174,0.3868,0.3950173913043478,0.2886956521739131,0.15894565217391304,0.2824505494505494,22.366,27.308,44.482,45.427,33.2,14.623,25.703,0.3161642171898127,0.3546920846542646,0.4544665312981533,0.4669933126725202,0.3281702642674251,0.2305928986893214,0.45591785965203724,0.3266219281663516,0.2203606557377049,172.783,40.326,0.396653105794505,0.364978353992513,0.29931039325842695,213.109,0.3912752823249826,213.109,213.109,42.942,43.129,47.949,46.752,32.337
FJAG,0.3669241573033708,0.570866639398548,0.069,5.143,0.149,0.237,0.3635,261.25,0.36691603978069615,8.42741935483871,0.1614516129032258,0.12422580645161291,0.12943333333333334,0.13329032258064516,0.1252258064516129,0.1305483870967742,0.23125806451612904,0.29706451612903223,0.267516129032258,0.2510322580645161,0.4065161290322581,0.7411612903225806,0.9162258064516129,0.667032258064516,0.5836451612903226,0.4310967741935484,0.314,0.3108064516129032,0.34103225806451615,0.6077096774193548,0.38629032258064516,0.4318064516129032,0.4432258064516129,5.005,3.851,3.883,4.132,3.882,4.047,7.1690000000000005,9.209,8.293,7.782,12.602,22.976,28.403,20.677999999999997,18.093,13.364,9.734,9.635,10.572000000000001,18.839,11.975,13.386,13.74,5.005,3.851,3.883,4.132,3.882,4.047,7.1690000000000005,9.209,8.293,7.782,12.602,22.976,28.403,20.677999999999997,18.093,13.364,9.734,9.635,10.572000000000001,18.839,11.975,13.386,13.74,0.2315967741935484,0.594268817204301,0.34923387096774194,0.46725806451612906,0.13472537634408602,28.718,110.534,43.305,57.940000000000005,20.753000000000004,0.08413014608584951,0.39547409892423735,0.19130729624950818,0.0626653213791188,0.033349283035219966,0.3303695652173913,0.27567391304347827,0.3043130434782609,0.30786956521739134,0.6557739130434783,0.35416304347826083,0.2977582417582418,30.394,25.362,34.996,35.405,75.414,32.583,27.096,0.23846232302631287,0.1779149759088641,0.2161339482827839,0.2055956055293187,1.2778244536716379,0.33662096848147277,0.2419079411979938,0.38104158790170134,0.32611475409836066,201.571,59.679,0.638969392561809,0.2939298394096901,0.3669241573033708,261.25,0.5708666393985479,261.25,261.25,51.99,49.758,51.794000000000004,53.034,54.674
FMB,0.20217134831460673,0.207836315475056,0.017,2.052,0.057,0.159,0.246,143.946,0.20213712864975136,4.64341935483871,0.12712903225806452,0.08958064516129033,0.09696666666666666,0.0893225806451613,0.06796774193548388,0.08070967741935484,0.09209677419354839,0.09038709677419356,0.19770967741935483,0.2132258064516129,0.2907741935483871,0.2830967741935484,0.2693548387096774,0.3944193548387097,0.2959032258064516,0.2286774193548387,0.2573548387096774,0.22932258064516128,0.2545806451612903,0.26009677419354843,0.2908709677419355,0.2291935483870968,0.2178064516129032,3.941,2.777,2.909,2.769,2.107,2.502,2.855,2.802,6.129,6.61,9.014000000000001,8.776,8.35,12.227,9.173,7.0889999999999995,7.978,7.109,7.892,8.063,9.017,7.105,6.752,3.941,2.777,2.909,2.769,2.107,2.502,2.855,2.802,6.129,6.61,9.014000000000001,8.776,8.35,12.227,9.173,7.0889999999999995,7.978,7.109,7.892,8.063,9.017,7.105,6.752,0.1152258064516129,0.2911290322580645,0.24248387096774193,0.249491935483871,0.09419333333333334,14.287999999999998,54.150000000000006,30.068,30.936999999999998,14.503,0.07934240112827955,0.08411586837434118,0.05143145306011797,0.046494085627910214,0.0073285430141779824,0.17481521739130432,0.1974021739130435,0.20641739130434783,0.2133391304347826,0.1811565217391304,0.20299999999999999,0.2408901098901099,16.083,18.161,23.738,24.534,20.833,18.676,21.921,0.12357992736364985,0.20576050624278724,0.1667293206414399,0.21238622906742993,0.18401671316659707,0.21561050556475694,0.312573420727904,0.19536672967863894,0.22184153005464483,103.349,40.597,0.18219899863366554,0.2681773073097122,0.20217134831460673,143.946,0.20783631547505604,143.946,143.946,25.755,30.894,34.284,30.913,22.1
GPC,0.18349719101123596,0.21270886316817691,0.026,1.774,0.061,0.097,0.20375000000000001,130.65,0.18345492796123933,4.214516129032258,0.07738709677419355,0.17125806451612904,0.1749,0.09751612903225806,0.07212903225806451,0.06890322580645161,0.09567741935483871,0.3280967741935484,0.239741935483871,0.16874193548387095,0.11693548387096774,0.10229032258064516,0.10441935483870968,0.11751612903225805,0.35180645161290325,0.3239354838709677,0.3084516129032258,0.17441935483870968,0.19038709677419355,0.2785483870967742,0.346,0.2094193548387097,0.10167741935483872,2.399,5.309,5.247,3.023,2.2359999999999998,2.136,2.966,10.171,7.432,5.231,3.625,3.171,3.237,3.643,10.906,10.042,9.562,5.407,5.902,8.635,10.725999999999999,6.492,3.152,2.399,5.309,5.247,3.023,2.2359999999999998,2.136,2.966,10.171,7.432,5.231,3.625,3.171,3.237,3.643,10.906,10.042,9.562,5.407,5.902,8.635,10.725999999999999,6.492,3.152,0.18310483870967742,0.16028494623655914,0.24929838709677418,0.23391129032258065,0.11863806451612904,22.705,29.813000000000002,30.913,29.005,18.214,0.10657346254298825,0.05550668049942311,0.08853652400169867,0.08702536824526406,0.09945241947452313,0.15313043478260868,0.21565217391304348,0.17136521739130436,0.1882695652173913,0.17529565217391305,0.19073913043478263,0.19403296703296705,14.088,19.84,19.707,21.651,20.159,17.548000000000002,17.657,0.1702049971110341,0.25507656401893475,0.18546486546895402,0.2108833269236113,0.21263348640873597,0.22181637141520227,0.23015021425869056,0.18042533081285442,0.19237704918032786,95.445,35.205,0.2082788018051214,0.22538300714545043,0.18349719101123596,130.65,0.21270886316817691,130.65,130.65,22.732,27.062,33.294,25.974,21.588
JACL,0.09279494382022473,0.07194297692889876,0.028,0.746,0.051,0.08,0.10825,66.07000000000001,0.0927770623485911,2.131290322580645,0.12219354838709677,0.07100000000000001,0.07393333333333334,0.06632258064516129,0.06164516129032258,0.06738709677419355,0.0640967741935484,0.0680967741935484,0.09293548387096776,0.07606451612903226,0.10529032258064516,0.12203225806451613,0.08625806451612902,0.09048387096774194,0.2823225806451613,0.09519354838709677,0.079,0.07019354838709678,0.0732258064516129,0.07603225806451613,0.07541935483870968,0.10280645161290324,0.11174193548387097,3.788,2.201,2.218,2.056,1.911,2.089,1.987,2.111,2.8810000000000002,2.358,3.2640000000000002,3.783,2.674,2.805,8.752,2.951,2.449,2.176,2.27,2.357,2.338,3.1870000000000003,3.464,3.788,2.201,2.218,2.056,1.911,2.089,1.987,2.111,2.8810000000000002,2.358,3.2640000000000002,3.783,2.674,2.805,8.752,2.951,2.449,2.176,2.27,2.357,2.338,3.1870000000000003,3.464,0.07312903225806452,0.1270752688172043,0.07940322580645162,0.0915,0.0790189247311828,9.068000000000001,23.636,9.846,11.346,12.174000000000001,0.024745307765244105,0.03794337841101864,0.012478623978660853,0.0030720308782568413,0.006808878570427119,0.09868478260869566,0.08534782608695653,0.09064347826086956,0.09065217391304349,0.09834782608695652,0.09428260869565216,0.09127472527472529,9.079,7.852,10.424,10.425,11.31,8.674,8.306000000000001,0.07398751444236261,0.0597570971062252,0.06498288456233065,0.07355234959671621,0.08100888444650829,0.06999267247157615,0.07828141058373465,0.09279773156899812,0.09278688524590165,49.09,16.98,0.07127424304836359,0.0740410744531646,0.09279494382022473,66.07000000000001,0.07194297692889873,66.07000000000001,66.07000000000001,11.67,14.822,15.159,13.501,10.918
JALG,0.2932359550561798,0.29633681078857066,0.034,2.216,0.08075,0.1645,0.4205,208.784,0.2932529006757619,6.734967741935484,0.15951612903225806,0.09009677419354839,0.08346666666666666,0.08093548387096774,0.08451612903225807,0.08309677419354838,0.11106451612903226,0.18390322580645163,0.3688064516129032,0.5076129032258064,0.3805806451612903,0.18254838709677418,0.3145806451612903,0.4827741935483871,0.4782258064516129,0.5035806451612903,0.3930322580645161,0.33641935483870966,0.20948387096774193,0.2333548387096774,0.480258064516129,0.5556129032258065,0.43419354838709673,4.945,2.793,2.504,2.509,2.62,2.576,3.443,5.7010000000000005,11.433,15.736,11.798,5.659,9.751999999999999,14.966,14.825,15.611,12.184,10.429,6.494,7.234,14.888,17.224,13.459999999999999,4.945,2.793,2.504,2.509,2.62,2.576,3.443,5.7010000000000005,11.433,15.736,11.798,5.659,9.751999999999999,14.966,14.825,15.611,12.184,10.429,6.494,7.234,14.888,17.224,13.459999999999999,0.18671774193548385,0.3910537634408602,0.36062903225806453,0.4258548387096774,0.09970623655913978,23.153,72.73599999999999,44.718,52.806000000000004,15.371000000000002,0.14630972826879773,0.10597810423774484,0.07118801169304613,0.11928568970791258,0.046571972241207495,0.27658695652173915,0.27756521739130435,0.28695652173913044,0.28568695652173914,0.3247826086956522,0.2628695652173913,0.3342197802197802,25.446,25.536,33.0,32.854,37.35,24.184,30.413999999999998,0.2716235335971871,0.29113243481455503,0.27267725254954994,0.2730389203416937,0.2910954742579931,0.2709802400399641,0.3983510401140572,0.29146691871455577,0.2983497267759563,154.186,54.598,0.2794536324873485,0.34126925029217015,0.2932359550561798,208.784,0.29633681078857077,208.784,208.784,37.448,50.622,42.331,42.361,36.022
JLG,0.13119662921348316,0.13504389280675527,0.052,1.269,0.063,0.095,0.137,93.412,0.13112928726252707,3.013290322580645,0.11332258064516129,0.07500000000000001,0.06693333333333333,0.06561290322580644,0.061870967741935484,0.06748387096774194,0.06519354838709678,0.06435483870967743,0.07532258064516129,0.2360645161290323,0.2204516129032258,0.13796774193548386,0.11280645161290322,0.21925806451612903,0.19403225806451613,0.17977419354838708,0.13448387096774195,0.11096774193548387,0.15706451612903224,0.1457741935483871,0.15383870967741936,0.2017741935483871,0.1560967741935484,3.513,2.325,2.008,2.034,1.918,2.092,2.021,1.995,2.335,7.3180000000000005,6.834,4.277,3.497,6.797,6.015,5.5729999999999995,4.1690000000000005,3.44,4.869,4.519,4.769,6.255,4.839,3.513,2.325,2.008,2.034,1.918,2.092,2.021,1.995,2.335,7.3180000000000005,6.834,4.277,3.497,6.797,6.015,5.5729999999999995,4.1690000000000005,3.44,4.869,4.519,4.769,6.255,4.839,0.06808870967741937,0.18676344086021504,0.1455725806451613,0.1643709677419355,0.0765479569892473,8.443,34.738,18.051000000000002,20.381999999999998,11.797999999999998,0.008828838960578789,0.08095187968598233,0.07302943790338501,0.026357009376155673,0.006186969278054974,0.14019565217391303,0.1038695652173913,0.11299130434782609,0.14686086956521738,0.14796521739130433,0.1359021739130435,0.12698901098901097,12.898,9.556,12.994,16.889,17.016,12.503,11.556,0.150682785874534,0.04956607697429839,0.08241981703153571,0.16087768520129958,0.15941543049940923,0.15976693600797387,0.131374739200967,0.13110207939508506,0.13146994535519127,69.353,24.059,0.1311848141712781,0.14600526079449097,0.13119662921348316,93.412,0.1350438928067553,93.412,93.412,15.907,20.102,21.635,18.459,17.309
JMM,0.2905140449438202,0.2647971541661683,0.081,2.385,0.153,0.2185,0.3085,206.846,0.2904482340940967,6.672451612903226,0.20916129032258066,0.1613225806451613,0.14633333333333332,0.15235483870967742,0.14903225806451614,0.14254838709677417,0.15083870967741936,0.1785806451612903,0.25387096774193546,0.2620967741935484,0.29096774193548386,0.3463225806451613,0.41196774193548386,0.710516129032258,0.6422903225806452,0.30887096774193545,0.2617096774193548,0.2610967741935484,0.2645483870967742,0.3070322580645162,0.37012903225806454,0.34616129032258064,0.34941935483870973,6.484,5.001,4.39,4.723,4.62,4.419,4.676,5.536,7.87,8.125,9.02,10.736,12.770999999999999,22.026,19.911,9.575,8.113,8.094,8.201,9.518,11.474,10.731,10.832,6.484,5.001,4.39,4.723,4.62,4.419,4.676,5.536,7.87,8.125,9.02,10.736,12.770999999999999,22.026,19.911,9.575,8.113,8.094,8.201,9.518,11.474,10.731,10.832,0.18145967741935481,0.4440268817204301,0.2740564516129032,0.34318548387096776,0.16364086021505375,22.500999999999998,82.589,33.983,42.555,25.218,0.04765290909428301,0.15424018130799033,0.05252117558171345,0.02915951459808953,0.021288773291670733,0.21852173913043477,0.3415978260869565,0.26164347826086953,0.2673217391304348,0.25082608695652175,0.42842391304347827,0.28817582417582416,20.104,31.427,30.089,30.742,28.845,39.415,26.224,0.11643632210197338,0.30053128998318696,0.25283054415550943,0.20217321684878037,0.15852517985113435,0.4416125106151008,0.2365513612730785,0.2669319470699433,0.3586830601092896,141.207,65.639,0.21771048483826488,0.3607296453289577,0.2905140449438202,206.846,0.2647971541661683,206.846,206.846,29.080000000000002,46.759,54.378,47.057,29.572
LFZA,0.2371320224719101,0.31865403376502616,0.011,2.133,0.074,0.126,0.231,168.838,0.23691648603850568,5.446387096774193,0.28774193548387095,0.1704516129032258,0.19736666666666666,0.15203225806451612,0.11003225806451614,0.11774193548387096,0.08835483870967742,0.07106451612903225,0.06667741935483872,0.08858064516129033,0.19461290322580646,0.24590322580645163,0.23574193548387096,0.3217741935483871,0.3246129032258065,0.35019354838709676,0.421,0.4056451612903226,0.3210967741935484,0.23848387096774193,0.23229032258064516,0.41454838709677416,0.39680645161290323,8.92,5.284,5.921,4.713,3.411,3.65,2.739,2.203,2.067,2.746,6.033,7.623,7.308,9.975,10.063,10.856,13.051,12.575,9.953999999999999,7.393,7.2010000000000005,12.850999999999999,12.301,8.92,5.284,5.921,4.713,3.411,3.65,2.739,2.203,2.067,2.746,6.033,7.623,7.308,9.975,10.063,10.856,13.051,12.575,9.953999999999999,7.393,7.2010000000000005,12.850999999999999,12.301,0.08595967741935484,0.23520430107526882,0.37448387096774194,0.32053225806451613,0.18352494623655913,10.658999999999999,43.748000000000005,46.436,39.746,28.249000000000002,0.0195284786709756,0.11664498590033699,0.07585850510683778,0.14016294672374519,0.09469132942211334,0.2470326086956522,0.23825000000000002,0.23386086956521737,0.2609739130434783,0.27741739130434784,0.1920978260869565,0.19461538461538463,22.727,21.919,26.894,30.012,31.903,17.673,17.71,0.32127248546054965,0.306357064711916,0.30536164601810484,0.3250913356373615,0.38634061379866347,0.26767099124795296,0.28741815334420834,0.2522778827977316,0.1933497267759563,133.455,35.383,0.3307704909913526,0.27690462929039744,0.2371320224719101,168.838,0.31865403376502627,168.838,168.838,31.965,41.074,33.441,37.745,24.613
