,0,1
media_consumo,0.17710905448717945,0.31033767170329657
std_consumo,0.20456252148965368,0.31607830092726097
min_consumo,0.028600000000000004,0.05729999999999247
max_consumo,1.6643999999999999,2.505714285714286
percentil_25_consumo,0.0673,0.12239285714285715
percentil_50_consumo,0.10665,0.20385714285714288
percentil_75_consumo,0.191525,0.36907142857142855
promedio_por_dia,0.17710905448717945,0.31033767170329657
consumo_medio_diario,4.250617307692307,7.448104120879118
Mañana,0.17772211538461533,0.25945673076923076
Mediodia,0.20918493589743586,0.3818101648351645
Tarde,0.2032264423076923,0.3972654532967031
Noche,0.2200932692307692,0.38736126373626373
Madrugada,0.09855673076923073,0.16348489010989006
sum_consumo,221.03209999999999,387.30141428571415
Jueves,0.17710905448717945,0.31033767170329657
Entre semana,0.17710905448717945,0.31033767170329657
s_Mañana,36.9662,53.967
s_Mediodia,65.2657,119.12477142857132
s_Tarde,42.271100000000004,82.63121428571425
s_Noche,45.779399999999995,80.57114285714286
s_Madrugada,30.7497,51.007285714285715
s_Jueves,221.03209999999999,387.30141428571415
s_Entre semana,221.03209999999999,387.30141428571415
s_invierno,58.55929999999999,98.61062857142853
s_otoño,50.1721,86.28452857142851
s_primavera,51.577099999999994,90.97900000000001
s_verano,60.7236,111.42725714285709
std_Mañana,0.07337405925531716,0.06092684892537389
std_Mediodia,0.07200525407833605,0.10909499920546503
std_Tarde,0.0535714718990804,0.08631803263826769
std_Noche,0.06967375933999803,0.08513401428462364
std_Madrugada,0.029696603460675236,0.04254351417032604
std_Jueves,0.20456252148965365,0.3160783009272609
std_Entre semana,0.20456252148965365,0.3160783009272609
std_invierno,0.2137841452692602,0.30203613524170914
std_otoño,0.16515309240332185,0.24818281121137759
std_primavera,0.1764605755439324,0.22894870574720513
std_verano,0.19568908091891296,0.3870459243121407
Enero,21.9731,40.97248571428569
Febrero,18.9312,27.946571428571424
Marzo,17.4364,28.45957142857143
Abril,14.3887,27.406285714285712
Mayo,19.752000000000002,35.113142857142854
Junio,21.2435,35.23311428571422
Julio,18.1114,34.865
Agosto,21.368699999999997,41.32914285714286
Septiembre,14.619499999999999,25.235528571428517
Octubre,19.1693,32.77285714285714
Noviembre,16.3833,28.276142857142855
Diciembre,17.654999999999998,29.69157142857143
total_mean_consumption,1335.7820076258686,2339.8441206275284
