,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Entre semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Entre semana,s_invierno,s_otoño,s_primavera,s_verano,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Entre semana,std_invierno,std_otoño,std_primavera,std_verano,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PC1,0.1700972357614323,0.15651795635150328,0.08098190429262062,0.12084829955150131,0.11596241495050166,0.14214599004890754,0.1629893145449185,0.1700931053024073,0.17009723576143224,0.12878096704498174,0.13508675325060446,0.15247901894784244,0.14826203417863795,0.10967586642572295,0.1700972357614322,0.17009723576143213,0.17009723576143213,0.12878096704498176,0.13508675325060443,0.15247901894784238,0.14820742067460416,0.10967586642572301,0.1700972357614322,0.1700972357614322,0.14842873946452728,0.15879853677367917,0.16147989226232465,0.12897386897379878,0.1079972015179445,0.10410555626372453,0.09376191528545964,0.07395688691050335,0.07232926623742601,0.15651795635150326,0.15651795635150326,0.11049221036302208,0.1327096988289909,0.1164203157191276,0.12130422522181478,0.13823752335855058,0.14122772844889092,0.15590707889274022,0.1465313759595019,0.15100121267935598,0.12461633065138494,0.12516688970709172,0.11435010994753242,0.14936647338190967,0.14546303048842507,0.15357609375336587,0.14314153951329467
PC2,-0.01886478031619407,0.07957441557688615,-0.15965700722177398,-0.05150087450032478,-0.24110848128945386,-0.19122017372314115,-0.0103175221512887,-0.019028685468310796,-0.018864780316193916,0.22131106823365718,-0.1180548174720034,-0.04896878424638774,0.0881037633153756,-0.18158008820079988,-0.018864780316193926,-0.018864780316193947,-0.018864780316193937,0.22131106823365715,-0.11805481747200336,-0.04896878424638778,0.08867146278720302,-0.1815800882007997,-0.01886478031619393,-0.01886478031619393,0.18001990257938016,-0.0009235898342954703,0.02609379857540204,-0.23472910595630234,0.021316008298551372,-0.13802980738344603,0.08399329100704576,0.23509618223409925,0.047841494219117355,0.079574415576886,0.079574415576886,0.27704032808069906,0.11886234436277386,0.23827692815720708,-0.2152050775310136,0.18835922663252064,0.1998347804790407,0.1308910927144622,-0.030550063412599335,-0.0685227462120244,-0.17737357615626917,-0.23943622613171633,-0.23742688585648394,-0.08797105438392384,0.02395868072920464,0.07663172966927846,0.13860105698817032
PC3,-0.01396558457521093,0.07421695343170369,-0.10615310786669395,0.117111245052049,0.05788731953580249,-0.05335740789795562,-0.1147219266753846,-0.013554096024432393,-0.013965584575211127,0.08026511802038333,-0.2239993252223366,-0.10298987541483309,0.12442575925326839,0.25985834462674434,-0.013965584575211113,-0.013965584575211082,-0.013965584575211099,0.0802651180203832,-0.22399932522233673,-0.10298987541483313,0.12378824548736336,0.2598583446267444,-0.013965584575211111,-0.013965584575211111,0.02129045116952039,-0.18423038171199463,-0.0836473676002915,0.12239740735338789,-0.04453205195349672,0.14332747335092097,0.37936684709732227,0.16295651911743544,0.36492061748524846,0.0742169534317036,0.0742169534317036,0.07658373005524188,-0.2512838663694664,-0.0398631382398763,0.10463225153101657,0.0021467090616976814,0.041291246203934685,-0.005644550641786533,-0.09029716616676983,-0.17142817802971666,0.06275852313197795,0.14199854994414765,0.1315082444056136,-0.16202291563338686,-0.20200634488714644,-0.15799993672843615,0.022131037715256374
PC4,-0.04462503426531226,0.1739846755461622,0.42444943544453734,0.15746244776595253,-0.10310456744666353,-0.070524393739209,-0.12796475172761307,-0.04470463165640772,-0.044625034265312426,0.016860918623979888,-0.14454316902841077,0.19794433580511295,-0.05530965455959503,-0.1778725395269123,-0.044625034265312426,-0.04462503426531236,-0.044625034265312405,0.01686091862397984,-0.14454316902841094,0.19794433580511303,-0.05519897929377262,-0.17787253952691223,-0.04462503426531242,-0.04462503426531242,-0.0770983179974134,-0.07683085711773918,-0.06294518849675272,0.03838376167237361,0.4347071927001962,0.09186173399539053,0.18331676199299904,0.04777457954582335,-0.26965918578684384,0.17398467554616281,0.17398467554616281,0.07988914977769615,0.17428744619280326,-0.04055878068076999,0.18820368181894676,-0.15399629343541713,-0.040131603984030734,-0.03699228623405922,-0.06420431089150497,-0.08552265219679712,-0.00014900005653811795,-0.00561840768190085,0.10663902846872626,-0.03615199476166222,-0.09887586599919078,-0.08813998040469738,-0.026697434105615536
PC5,-0.013563586880956642,-0.12272960715320334,0.3057484694923261,0.19896326622003477,0.2650240633901985,0.15487581881381993,-0.050635175152805606,-0.014199019588802687,-0.013563586880956883,0.23284801962634255,-0.11117727772384293,-0.03558795367783979,-0.18737735479012943,0.23667666774681845,-0.013563586880956798,-0.013563586880956881,-0.013563586880956864,0.23284801962634258,-0.11117727772384292,-0.03558795367783983,-0.18731161219150677,0.2366766677468183,-0.013563586880956807,-0.013563586880956807,0.010596868493104216,-0.04492342499830805,0.14681313306320376,-0.14344378122266993,0.17374369651504795,-0.10032336988886599,0.026081582167370446,-0.14469677319394986,-0.06578813582436675,-0.12272960715320268,-0.12272960715320268,0.023638092116222087,-0.030201039195123156,-0.008115489236821259,-0.24038208100926511,0.12308992292594519,0.08259275234714805,0.07501698306611178,0.2322369445294202,0.12305318714407541,-0.2278351414595254,0.027137418539979613,-0.21646451300678718,0.042726685346063845,-0.13759654693661325,-0.046457293312308294,-0.1291326887138667
