,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_otoño,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_otoño,Septiembre,Octubre,Noviembre
PC1,0.15070192515071623,0.14224739147711282,0.06854364244727909,0.1101894873721347,0.09879157589160857,0.12425968577776864,0.1467431517582297,0.15070192515071623,0.15070192515071623,0.1280054951995111,0.13852808852457127,0.13661394152710546,0.13499741061158893,0.07873222540829303,0.15070192515071626,0.14459478791256913,0.1471948960697041,0.1455668863586864,0.1433460180540988,0.14522282180885193,0.14341654080229319,0.14076807713335956,0.14869750844115748,0.14520003432036488,0.1280054951995111,0.13852808852457124,0.13661394152710546,0.1349974106115889,0.07876599135818646,0.1445947879125692,0.14719489606970407,0.14556688635868634,0.14334601805409872,0.14522282180885202,0.14341654080229319,0.14076807713335956,0.14869750844115745,0.14520003432036496,0.1507019251507162,0.0843118734823784,0.05280407988270315,0.10834368531360665,0.09315678216658463,0.05976057001709,0.11957679954109637,0.1436957220093409,0.12665067267304078,0.11846303909330247,0.13510738788578547,0.12172326075694892,0.12323812957006668,0.14259431829956828,0.12669694852223176,0.14224739147711285,0.14032249171185382,0.14849300951042427,0.1477320537038285
PC2,0.04472198849122373,-0.1679073243431443,0.28237478301021013,-0.008709057531889637,0.3469375046773734,0.27124849382090865,0.02218232624945867,0.0447219884912239,0.04472198849122389,-0.0781835861650033,0.09671996232576992,-0.04894440570177333,0.018130661559499505,0.19082943323575918,0.04472198849122381,0.04003737811823185,0.09503141558614028,0.06562954188448929,0.03148820609674248,0.11311546209309824,-0.06103406872955976,0.01402048859229703,0.07222943914358988,-0.022393395274851787,-0.07818358616500337,0.0967199623257699,-0.04894440570177335,0.018130661559499377,0.1908647914280212,0.04003737811823185,0.09503141558614032,0.06562954188448936,0.03148820609674254,0.11311546209309817,-0.06103406872955984,0.014020488592296985,0.07222943914358974,-0.02239339527485176,0.04472198849122381,0.03534258939493436,-0.14450552627028163,0.011326222111057925,-0.23251392552906291,-0.24423130578746505,-0.15129468700274212,-0.0638677004921603,-0.17789683106800167,-0.2514261906794502,-0.02659679347467138,-0.25570542583322275,-0.20039223203598608,-0.12730722563399122,-0.2355633289356447,-0.1679073243431442,0.1760211144132412,0.042868326621309634,-0.0695257957497352
PC3,-0.017655564735119464,0.049847046197874785,-0.16962606503320382,0.30127894750957224,0.08190731980344497,-0.020878231194740172,-0.04380593297006645,-0.017655564735119478,-0.017655564735119592,-0.008786021815673473,0.05604803926114988,0.18450540148278377,-0.14172965996258866,-0.29936792224789444,-0.01765556473511944,-0.01638181016722516,-0.029403324734049205,-0.08544843009777252,-0.10242107931945299,0.0659350679546128,-0.028972711948559576,0.061457174377146304,-0.03269332479502345,0.01857650677152401,-0.008786021815673659,0.05604803926114969,0.1845054014827838,-0.14172965996258863,-0.2992049556418488,-0.01638181016722509,-0.029403324734049018,-0.08544843009777245,-0.10242107931945285,0.0659350679546128,-0.028972711948559503,0.06145717437714619,-0.032693324795023515,0.01857650677152405,-0.017655564735119398,0.43547618059681775,-0.053556032119807404,0.2081471042986641,-0.22761781611490664,-0.29561209859431203,0.19326022146824814,0.09382642732681384,-0.11963675551585712,-0.11720026374001005,0.2117088669454079,-0.05092529983958654,-0.03415592023348057,0.09473376734488338,-0.0447557990873174,0.04984704619787483,0.028345176587209385,-0.03971082618645508,-0.03537125241751059
PC4,0.0060550058345363,-0.010158317081345753,0.2199567572261347,-0.1462612206628248,-0.057618006241454814,-0.05265685440182732,0.027703429076395288,0.006055005834536548,0.006055005834536671,-0.0331549666604428,0.19807993094186985,-0.019556643495283004,-0.0008453268117435373,-0.3259636831886061,0.006055005834536648,0.08088836921428261,0.06140108922617234,0.07984035410944708,0.11593829996315866,-0.01062458554997364,-0.12750379568608683,-0.132207748064125,0.06549206842465014,-0.13285126423810245,-0.03315496666044295,0.19807993094186976,-0.01955664349528312,-0.0008453268117436056,-0.32563976101843906,0.08088836921428269,0.06140108922617236,0.07984035410944708,0.11593829996315864,-0.010624585549973696,-0.1275037956860868,-0.13220774806412494,0.06549206842465012,-0.13285126423810228,0.006055005834536564,-0.18943538534389417,0.3571517392541571,0.09550673874134562,0.21049759956718683,-0.324578360441092,0.049749517871330376,0.05269270647841572,0.20841532458127626,0.1308739532693556,-0.103901457441601,-0.10522260346562191,-0.15834971768068506,0.05183369609945148,-0.1335171880553765,-0.010158317081345533,0.011482480138575875,0.034354322254489186,-0.024584421174447063
