,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Entre semana,Fin de semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,s_Entre semana,s_Fin de semana,s_otoño,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,std_Entre semana,std_Fin de semana,std_otoño,Noviembre
PC1,0.15699893790317065,0.14837986847469015,0.0631819580145014,0.11696736431345967,0.08008661771059374,0.127798985074516,0.15223916198131876,0.1569989379031706,0.1569989379031706,0.1321400574321373,0.1393355037176235,0.13397339842688963,0.14434991715143788,0.06283636144538936,0.15699893790317063,0.14630550663439718,0.14888937129115182,0.1499300145708842,0.15028512556883405,0.14812479382787666,0.14367235960432753,0.1494627815308833,0.1542195132185322,0.1501039389582438,0.13214005743213725,0.13933550371762352,0.13397339842688966,0.1443499171514379,0.0628363614453893,0.14630550663439715,0.1488893712911518,0.1499300145708842,0.15028512556883405,0.1481247938278766,0.14367235960432756,0.14946278153088327,0.15421951321853225,0.1501039389582438,0.1569989379031706,0.07697786955304274,0.0915924087017753,0.07421670840702699,0.06762994927723748,0.07837343814135482,0.10292842225248977,0.14401452915822033,0.13463190444368517,0.13449203916338495,0.13385248394418262,0.12409454204218191,0.12144478023242532,0.15086286765365997,0.12883366486122913,0.14837986847469029,0.15699893790317063
PC2,0.025302031166424262,-0.12416406214563144,0.3075191004363974,0.06676434571327704,0.37296396494879486,0.2420510586578221,-0.0005481396556332417,0.025302031166424464,0.02530203116642442,-0.1298714438099598,0.10289126392576806,-0.084082023734581,-0.012943027551227965,0.2512527169002185,0.025302031166424502,0.024623148568218838,0.12410227019534051,0.06494694415255468,0.019491779758766294,0.11622629145709328,-0.1313957935649082,-0.016990963421181348,0.07869121476532187,-0.08448283837718831,-0.12987144380995985,0.10289126392576797,-0.084082023734581,-0.012943027551228038,0.25125271690021866,0.02462314856821888,0.12410227019534054,0.06494694415255468,0.019491779758766318,0.11622629145709316,-0.1313957935649082,-0.016990963421181303,0.07869121476532194,-0.08448283837718837,0.02530203116642447,0.13746571175474226,0.09075688498660824,0.09903707399978819,-0.1618571562500813,0.024806413598929503,-0.24292861689742198,0.0528265866886693,-0.1292240829765725,-0.200086676995992,0.02874498618601855,-0.258231287849689,-0.17852657108212375,-0.06225508416349585,-0.23963788593411395,-0.12416406214563157,0.02530203116642447
PC3,-0.02643433424503158,0.08216869354383032,-0.020138319508702766,0.2855457827428532,0.012231222204210374,-0.0556278735672908,-0.08406320113878922,-0.0264343342450316,-0.026434334245031405,0.005289621229186042,0.08882215437782628,0.1072200300214379,-0.12438877704602215,-0.3141335772293775,-0.02643433424503155,-0.025184894136220184,-0.016648602757985517,-0.09140415815307144,-0.0915229061303914,0.058076115897708475,-0.027847497036390504,-0.023863938702629667,-0.0251892177030335,-0.026842106125625667,0.0052896212291860395,0.08882215437782626,0.10722003002143797,-0.12438877704602226,-0.3141335772293776,-0.02518489413622013,-0.016648602757985465,-0.09140415815307136,-0.09152290613039135,0.058076115897708516,-0.027847497036390473,-0.023863938702629754,-0.02518921770303355,-0.026842106125625657,-0.026434334245031516,0.3758812003730712,0.28930398796393814,0.3429907518319322,-0.27374979613004913,-0.2509106808989532,0.049534490002588256,0.1810372186811653,-0.07117071402610585,-0.10687859876235839,0.16927362852583114,0.02945147015994556,-0.0342358489557396,0.11205529059013013,-0.0012027495744474069,0.08216869354383034,-0.026434334245031506
PC4,-0.01616936489856301,0.06830311823980764,-0.2699718435596971,0.18939455109405534,-0.04729081645971754,-0.05019538371418964,-0.041152660332906266,-0.01616936489856296,-0.016169364898562952,0.0796664890189744,-0.2517566435287243,0.054809950808045516,-0.01872279818922018,0.23240798668937088,-0.016169364898562993,-0.032647038977596764,-0.03534828665749238,-0.056166841840409924,-0.05147304598752606,0.08919277455426251,-0.003266361923918515,-0.06800778272095917,-0.007733725124095732,-0.031909304507875796,0.07966648901897423,-0.25175664352872423,0.05480995080804547,-0.01872279818922012,0.23240798668937077,-0.03264703897759674,-0.03534828665749236,-0.05616684184041003,-0.05147304598752602,0.0891927745542626,-0.003266361923918536,-0.0680077827209593,-0.00773372512409584,-0.03190930450787586,-0.016169364898563,0.22808661019881865,-0.3531313200109815,0.343070930731796,0.08835893498839756,0.40222484251224255,-0.04375630708565066,0.07745833159650242,-0.1629056241872052,-0.008518813712176436,0.2597012205192694,-0.004372376381519912,-0.029978584307574344,0.09590796397797689,-0.005008128980477717,0.06830311823980789,-0.016169364898562997
