,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,promedio_por_dia,consumo_medio_diario,Mañana,Mediodia,Tarde,Noche,Madrugada,sum_consumo,Lunes,Martes,Miércoles,Jueves,Viernes,Entre semana,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Entre semana,s_invierno,s_otoño,s_primavera,s_verano,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Entre semana,std_invierno,std_otoño,std_primavera,std_verano,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
PC1,0.14564031950204107,0.13614152956957323,0.08451430535500146,0.09679052988017312,0.10911565934818236,0.12446244897303366,0.1389821741060077,0.14563895224056855,0.14564031950204104,0.1133223826969132,0.1229638558122904,0.13549565943282535,0.1260082801313638,0.09466170204781564,0.145640319502041,0.14306913562876775,0.14528805319643515,0.14572158201845575,0.14276671610687808,0.14156312031700324,0.1456403195020411,0.11332238269691315,0.12296385581229038,0.13549565943282535,0.12599923287948325,0.09466170204781563,0.14306913562876775,0.14528805319643512,0.14572158201845573,0.1427667161068781,0.14156312031700322,0.14564031950204104,0.12867032698924002,0.13645993989959876,0.14021975995664965,0.10974429072953837,0.09651817233737549,0.08417203799536065,0.04687182930601816,0.07681941998276384,0.08265192470233065,0.12936141870051432,0.1319748168540448,0.13228992712557233,0.13478724032734218,0.1336837407459425,0.1361415295695732,0.10436386905568688,0.1269384669941021,0.1031761840483501,0.10651927028819413,0.12922771912408407,0.12484077058113799,0.1353716961564776,0.13814078058885007,0.1326982936328882,0.10574014450310147,0.10565038951745709,0.10384678413108116,0.1296023016176925,0.13080406376965031,0.13696110861374505,0.12513219144982518
PC2,-0.0297197400253797,0.059550505779386,-0.14023067417401197,0.036251622929692834,-0.19858181751296647,-0.17452769859596004,-0.019885645734838298,-0.029754058108023503,-0.02971974002537971,0.21864365633190838,-0.14326675215346873,-0.06843719371813622,0.07464911301748109,-0.10724939336241723,-0.029719740025379696,-0.0017300472726975659,0.0022479904570481355,-0.020741797170515157,-0.030404484136254493,-0.09162217432587878,-0.02971974002537971,0.21864365633190833,-0.14326675215346876,-0.06843719371813624,0.07473903531219267,-0.10724939336241733,-0.0017300472726975195,0.0022479904570480804,-0.02074179717051513,-0.03040448413625448,-0.09162217432587885,-0.029719740025379703,0.17551019273945487,-0.008457873033442054,0.0140812996696607,-0.22964140416206577,0.1100019128599129,-0.14771466081351556,0.28018080301278453,0.15833374363767896,0.11270316832889515,0.08991357748193644,0.1113215240886971,0.07525060572969927,0.04778471524660737,-0.020265588666909255,0.059550505779386184,0.254274642807245,0.10024180259916278,0.24119041541781866,-0.21108718938427654,0.1712545921778257,0.17566972460581107,0.10761100141207423,-0.014533644199850523,-0.05808441229966531,-0.21403472273955443,-0.22958257043088157,-0.21482373332740562,-0.0643845798431699,-0.016275374248094377,0.05248121712075908,0.17080673560493723
PC3,-0.03955602212388665,0.18598078570985385,0.2515122456108621,0.15056654062100602,-0.0745476799966166,-0.10169225678075071,-0.15941265069639662,-0.039510502022911884,-0.039556022123886786,-0.051625609051724114,-0.1480765013172502,0.11182692245996474,0.007672883693611772,-0.058685054153123674,-0.03955602212388677,-0.06325458281301219,-0.041251543470483557,-0.034290362487429955,-0.08049572443343578,0.017320236428366484,-0.03955602212388668,-0.05162560905172421,-0.1480765013172501,0.11182692245996476,0.007606011067346798,-0.058685054153123646,-0.0632545828130123,-0.04125154347048356,-0.03429036248742988,-0.08049572443343579,0.017320236428366494,-0.03955602212388674,-0.06263172962800313,-0.17574559830004935,-0.1253400135532035,0.1431063236363156,0.26289643464719425,0.1608995322227536,0.203034580304469,0.0784326833792747,0.1541575061846415,0.16235659878053094,0.1654402874336341,0.1714676844395824,0.16980676487365667,0.22195592908624756,0.18598078570985419,0.09925266395806616,-0.05826758409283842,-0.05906963432458711,0.22507443774356412,-0.044302442105064295,-0.0756358832990813,-0.08714272022949732,-0.08759232413484856,-0.19109093514355446,0.15309781257701852,0.0763630641059408,0.18632301648180846,-0.16279090865476034,-0.22774050004981136,-0.11725045763380097,-0.06596384973101824
PC4,0.010410394293724892,-0.010063213610523609,-0.09663600837630194,-0.09799350603521628,0.0384365800389179,0.01958555505127334,-0.017817592193525283,0.010567209097310952,0.010410394293724983,0.03998124936662381,-0.15125125820149687,-0.08383913755366552,0.015088963203514872,0.44861410949459013,0.01041039429372483,0.03551315679187513,0.032607437526369264,-0.0034833755050136406,-0.012204486880921107,-0.0030214118918094755,0.010410394293724841,0.03998124936662387,-0.15125125820149682,-0.08383913755366558,0.01484832414245076,0.4486141094945902,0.03551315679187507,0.03260743752636935,-0.0034833755050136224,-0.012204486880921083,-0.003021411891809443,0.010410394293724833,0.03285355510563227,-0.05016646881258362,-0.03960762272855016,0.06205602525785472,-0.02737568110322085,-0.31778872791821466,0.09265613357633759,-0.3382871761076268,0.42589057976079053,-0.004711088157434926,0.04439886606073389,-0.048132099010819634,-0.003971829272632246,-0.025201587137615288,-0.01006321361052338,0.061546623985257023,-0.13056763273420446,-0.08139463297763706,-0.002082917165646947,-0.010663540801919478,0.02713367727077938,-0.020677872827229948,-0.07698720136802205,-0.017712221512101514,0.14609401190731855,0.07645616772739944,-0.03596995196266481,-0.12949956531117993,-0.01838278229496762,-0.00594286127356355,0.07960406477724336
