hogar,cluster
ABLD,2
AJVG,3
ATF,0
FJAG,4
FMB,0
GPC,0
JACL,0
JALG,2
JLG,0
JMM,1
LFZA,0
MANA,1
MBGV,0
MTTA,2
PAA,2
RFM,0
RTF,3
