rolling_2025-02-19_2025-05-20,0.0,1.0,2.0,3.0
0.0,1.0,0.0,0.0,0.0
1.0,0.25,0.75,0.0,0.0
2.0,0.0,0.0,1.0,0.0
3.0,0.0,0.4,0.0,0.6
