rolling_2023-04-01_2023-06-30,0.0,1.0,2.0,3.0
0.0,0.9,0.1,0.0,0.0
1.0,0.0,0.0,1.0,0.0
2.0,0.0,1.0,0.0,0.0
3.0,0.0,0.0,0.0,1.0
