archivo,media_consumo,std_consumo,min_consumo,max_consumo,percentil_25_consumo,percentil_50_consumo,percentil_75_consumo,sum_consumo,promedio_por_dia,consumo_medio_diario,consumo_00,consumo_01,consumo_02,consumo_03,consumo_04,consumo_05,consumo_06,consumo_07,consumo_08,consumo_09,consumo_10,consumo_11,consumo_12,consumo_13,consumo_14,consumo_15,consumo_16,consumo_17,consumo_18,consumo_19,consumo_20,consumo_21,consumo_22,consumo_23,consumo_00_suma,consumo_01_suma,consumo_02_suma,consumo_03_suma,consumo_04_suma,consumo_05_suma,consumo_06_suma,consumo_07_suma,consumo_08_suma,consumo_09_suma,consumo_10_suma,consumo_11_suma,consumo_12_suma,consumo_13_suma,consumo_14_suma,consumo_15_suma,consumo_16_suma,consumo_17_suma,consumo_18_suma,consumo_19_suma,consumo_20_suma,consumo_21_suma,consumo_22_suma,consumo_23_suma,consumo_00_std,consumo_01_std,consumo_02_std,consumo_03_std,consumo_04_std,consumo_05_std,consumo_06_std,consumo_07_std,consumo_08_std,consumo_09_std,consumo_10_std,consumo_11_std,consumo_12_std,consumo_13_std,consumo_14_std,consumo_15_std,consumo_16_std,consumo_17_std,consumo_18_std,consumo_19_std,consumo_20_std,consumo_21_std,consumo_22_std,consumo_23_std,Mañana,Mediodia,Tarde,Noche,Madrugada,s_Mañana,s_Mediodia,s_Tarde,s_Noche,s_Madrugada,std_Mañana,std_Mediodia,std_Tarde,std_Noche,std_Madrugada,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,s_Lunes,s_Martes,s_Miércoles,s_Jueves,s_Viernes,s_Sábado,s_Domingo,std_Lunes,std_Martes,std_Miércoles,std_Jueves,std_Viernes,std_Sábado,std_Domingo,Entre semana,Fin de semana,s_Entre semana,s_Fin de semana,std_Entre semana,std_Fin de semana,primavera,s_primavera,std_primavera,2025-05,Mayo,2025-04-28/2025-05-04,2025-05-05/2025-05-11,2025-05-12/2025-05-18,2025-05-19/2025-05-25,2025-05-26/2025-06-01
ABLD,0.24279301075268817,0.25115296482646793,0.052,1.838,0.074,0.1315,0.33125000000000004,180.638,0.2427930107526882,5.8270322580645155,0.085,0.08438709677419355,0.07780645161290323,0.07509677419354838,0.0755483870967742,0.12838709677419355,0.2670967741935484,0.29096774193548386,0.2295483870967742,0.24761290322580645,0.26412903225806456,0.34325806451612906,0.35335483870967743,0.5399677419354839,0.400258064516129,0.2905806451612903,0.22248387096774194,0.22451612903225807,0.21758064516129033,0.33545161290322584,0.5007741935483871,0.31251612903225806,0.16045161290322582,0.10025806451612904,2.6350000000000002,2.616,2.412,2.328,2.342,3.98,8.28,9.02,7.116,7.676,8.188,10.641,10.954,16.739,12.408,9.008,6.897,6.96,6.745,10.399000000000001,15.524000000000001,9.688,4.974,3.108,2.6350000000000002,2.616,2.412,2.328,2.342,3.98,8.28,9.02,7.116,7.676,8.188,10.641,10.954,16.739,12.408,9.008,6.897,6.96,6.745,10.399000000000001,15.524000000000001,9.688,4.974,3.108,0.2588064516129032,0.365258064516129,0.25000806451612906,0.2685,0.08770430107526882,32.092,67.938,31.001,33.294000000000004,16.313,0.037004003240786634,0.07731342125957293,0.054746116014226465,0.10946071475502685,0.010247188672883762,0.27223958333333337,0.1992708333333333,0.2373229166666667,0.3345416666666667,0.225875,0.201775,0.22007291666666665,26.135,19.13,22.783,40.145,27.105,24.213,21.127,0.25579752456691485,0.2140421246865927,0.238056759918685,0.3381783850248848,0.23039595302015878,0.2166414170269124,0.2010366944662835,0.2562462121212121,0.2099074074074074,135.298,45.339999999999996,0.2653100151901503,0.20956699709271145,0.24279301075268817,180.638,0.25115296482646793,180.638,180.638,24.198,37.674,42.092,44.567,32.107
AJVG,0.15937903225806452,0.2178228845527095,0.031,2.056,0.054,0.086,0.17025,118.578,0.15937903225806452,3.8250967741935478,0.10435483870967742,0.08516129032258064,0.11019354838709677,0.11070967741935483,0.08496774193548387,0.14158064516129032,0.4834838709677419,0.2763548387096774,0.12535483870967742,0.10567741935483872,0.1815483870967742,0.19193548387096776,0.13080645161290322,0.13958064516129032,0.08548387096774193,0.0693225806451613,0.10961290322580645,0.14812903225806454,0.23990322580645163,0.2939032258064516,0.20458064516129032,0.16596774193548386,0.12435483870967742,0.11212903225806452,3.235,2.64,3.416,3.432,2.634,4.389,14.988,8.567,3.886,3.2760000000000002,5.628,5.95,4.055,4.327,2.65,2.149,3.398,4.5920000000000005,7.437,9.111,6.342,5.145,3.855,3.476,3.235,2.64,3.416,3.432,2.634,4.389,14.988,8.567,3.886,3.2760000000000002,5.628,5.95,4.055,4.327,2.65,2.149,3.398,4.5920000000000005,7.437,9.111,6.342,5.145,3.855,3.476,0.24771774193548388,0.13311290322580646,0.19788709677419355,0.15175806451612903,0.10616129032258065,30.717,24.759,24.538,18.817999999999998,19.746000000000002,0.13949648455343003,0.1454514667608217,0.11748924183650437,0.04077873983224282,0.02406325797658036,0.17210416666666664,0.18505208333333334,0.20077083333333334,0.13503333333333334,0.13255833333333333,0.14424166666666668,0.16246875,16.522,17.765,19.274,16.204,15.907,17.309,15.597,0.19789867046529094,0.24660863389468646,0.3049494342610597,0.15132079193828296,0.18251767709178307,0.18995603188006185,0.24079525931358106,0.16225757575757574,0.15234259259259259,85.672,32.906,0.21961651487248868,0.213715249024971,0.15937903225806452,118.578,0.2178228845527096,118.578,118.578,10.574,35.009,25.851,26.186,20.958
ATF,0.12556586021505375,0.10573818432473994,0.048,1.273,0.06875,0.103,0.13825,93.42099999999999,0.12556586021505375,3.013580645161291,0.08638709677419355,0.08538709677419354,0.08374193548387097,0.08309677419354838,0.08270967741935484,0.08716129032258065,0.09109677419354838,0.09529032258064515,0.11374193548387096,0.11516129032258064,0.13790322580645162,0.14225806451612905,0.16409677419354837,0.20925806451612902,0.17735483870967741,0.1617741935483871,0.13129032258064516,0.1259032258064516,0.14780645161290323,0.14348387096774193,0.19170967741935482,0.13632258064516128,0.11683870967741936,0.10380645161290322,2.678,2.647,2.596,2.576,2.564,2.702,2.824,2.9539999999999997,3.526,3.57,4.275,4.41,5.087,6.487,5.498,5.015,4.07,3.903,4.582,4.4479999999999995,5.943,4.226,3.622,3.218,2.678,2.647,2.596,2.576,2.564,2.702,2.824,2.9539999999999997,3.526,3.57,4.275,4.41,5.087,6.487,5.498,5.015,4.07,3.903,4.582,4.4479999999999995,5.943,4.226,3.622,3.218,0.10382258064516128,0.16544086021505375,0.13712096774193547,0.13716935483870968,0.08474731182795699,12.873999999999999,30.772000000000002,17.003,17.009,15.763,0.010948739134431607,0.04494776631208795,0.054275588214740614,0.08276808632835772,0.0020042216293998725,0.13354166666666667,0.12480208333333333,0.1398125,0.13575833333333334,0.14664166666666667,0.10795,0.08704166666666667,12.82,11.981,13.422,16.291,17.597,12.954,8.356,0.09776081624547973,0.08407397992766365,0.1379916330415496,0.07886335334869145,0.1430612958970857,0.10128003030121549,0.051436811857220384,0.13657386363636365,0.0986574074074074,72.111,21.31,0.11183699101985915,0.08339652126335124,0.12556586021505378,93.421,0.10573818432473996,93.421,93.421,12.179,19.203,23.68,16.992,21.367
FJAG,0.4094697580645158,0.19631848170209237,0.074,2.258,0.307,0.378,0.4805,304.64549999999974,0.40946975806451574,9.827274193548378,0.3688709677419355,0.33083870967741935,0.3145483870967742,0.30548387096774193,0.30829032258064515,0.35174193548387095,0.3805483870967742,0.2875161290322581,0.3286451612903226,0.41154838709677416,0.4584516129032258,0.5317451612903209,0.4949709677419338,0.45290645161290155,0.399777419354837,0.38135806451612736,0.4494838709677419,0.4928387096774194,0.5059354838709678,0.480741935483871,0.5272903225806451,0.4611290322580645,0.3779677419354839,0.4246451612903226,11.435,10.256,9.751,9.47,9.557,10.904,11.797,8.913,10.188,12.758,14.212,16.48409999999995,15.344099999999948,14.040099999999947,12.393099999999947,11.822099999999947,13.934,15.278,15.684,14.903,16.346,14.295,11.717,13.164,11.435,10.256,9.751,9.47,9.557,10.904,11.797,8.913,10.188,12.758,14.212,16.48409999999995,15.344099999999948,14.040099999999947,12.393099999999947,11.822099999999947,13.934,15.278,15.684,14.903,16.346,14.295,11.717,13.164,0.3520645161290323,0.45320161290322436,0.48224999999999996,0.44775806451612904,0.32996236559139785,43.656000000000006,84.29549999999975,59.799,55.522,61.373000000000005,0.024598342062339115,0.05124996583524645,0.10290642834621035,0.013450215014327187,0.020462306897020246,0.39513020833333057,0.3604895833333333,0.3805104166666667,0.38703333333333334,0.3424083333333333,0.51415,0.48277083333333337,37.932499999999735,34.607,36.529,46.444,41.089,61.698,46.346000000000004,0.1630986986425788,0.1199743827736981,0.14496997836515318,0.1229089936835028,0.09634649442919818,0.33950902885235457,0.18818867795053965,0.37235132575757524,0.5002037037037037,196.60149999999973,108.044,0.1306571267861901,0.28229653744951644,0.4094697580645158,304.64549999999974,0.19631848170209235,304.64549999999974,304.64549999999974,44.679,71.34,71.663,62.711,54.252499999999735
FMB,0.19110349462365592,0.20621582152768114,0.022,1.291,0.056,0.1295,0.234,142.181,0.19110349462365595,4.586483870967743,0.10445161290322581,0.07512903225806453,0.07709677419354839,0.1015483870967742,0.08406451612903225,0.09345161290322582,0.079,0.2443225806451613,0.22593548387096773,0.2830645161290323,0.26903225806451614,0.276741935483871,0.33303225806451614,0.2526129032258065,0.18577419354838712,0.23500000000000001,0.2464516129032258,0.1890967741935484,0.35235483870967743,0.25709677419354837,0.17212903225806453,0.11241935483870968,0.14696774193548387,0.18970967741935485,3.238,2.329,2.39,3.148,2.606,2.8970000000000002,2.449,7.574,7.004,8.775,8.34,8.579,10.324,7.831,5.759,7.285,7.64,5.862,10.923,7.97,5.336,3.4850000000000003,4.556,5.881,3.238,2.329,2.39,3.148,2.606,2.8970000000000002,2.449,7.574,7.004,8.775,8.34,8.579,10.324,7.831,5.759,7.285,7.64,5.862,10.923,7.97,5.336,3.4850000000000003,4.556,5.881,0.20808064516129032,0.25869892473118283,0.26125,0.15530645161290324,0.08929032258064518,25.802,48.11800000000001,32.394999999999996,19.258000000000003,16.608,0.08126356245435402,0.05322637320566769,0.08463000777112313,0.07115839885270413,0.013935446617535803,0.18404166666666666,0.22905208333333335,0.20444791666666665,0.19505,0.18051666666666666,0.15380833333333335,0.20179166666666667,17.668,21.989,19.627,23.406,21.662,18.457,19.372,0.1668245795765036,0.23775172232667047,0.18426741836064853,0.21164318513745267,0.18461520205316698,0.19318303663690994,0.25497066566740023,0.19763636363636364,0.17513425925925927,104.352,37.829,0.19856525309780504,0.22350059680979037,0.19110349462365592,142.181,0.2062158215276812,142.181,142.181,17.708,30.666,35.196,29.628,28.983
GPC,0.15135752688172044,0.15663384060931246,0.027,1.616,0.068,0.1055,0.15925,112.61,0.15135752688172044,3.6325806451612896,0.13164516129032255,0.09825806451612902,0.11290322580645161,0.07641935483870967,0.07993548387096774,0.12287096774193548,0.26629032258064517,0.1970967741935484,0.18258064516129033,0.13132258064516128,0.12638709677419355,0.08074193548387097,0.13093548387096773,0.2344516129032258,0.25748387096774195,0.143,0.15164516129032257,0.13958064516129032,0.15838709677419355,0.29393548387096774,0.2223548387096774,0.1219032258064516,0.09083870967741935,0.08161290322580644,4.0809999999999995,3.046,3.5,2.3689999999999998,2.478,3.809,8.255,6.11,5.66,4.071,3.918,2.503,4.059,7.268,7.982,4.433,4.701,4.327,4.91,9.112,6.893,3.779,2.816,2.53,4.0809999999999995,3.046,3.5,2.3689999999999998,2.478,3.809,8.255,6.11,5.66,4.071,3.918,2.503,4.059,7.268,7.982,4.433,4.701,4.327,4.91,9.112,6.893,3.779,2.816,2.53,0.19432258064516128,0.16216666666666665,0.18588709677419354,0.1291774193548387,0.10367204301075268,24.096000000000004,30.163,23.049999999999997,16.018,19.282999999999998,0.06216409936048234,0.08936631157856745,0.08680709582446752,0.06409310029291064,0.03996847260042864,0.13393750000000001,0.15521875,0.16397916666666665,0.15253333333333333,0.14023333333333332,0.16849166666666668,0.14331249999999998,12.858,14.901,15.741999999999999,18.304,16.828,20.219,13.758,0.11346808616940438,0.15304084099729034,0.20393048243621323,0.13609598277175797,0.17405566256076757,0.17447987511666868,0.11677899166689548,0.14892613636363636,0.1573009259259259,78.633,33.977,0.15865914749580376,0.15176639698876898,0.15135752688172044,112.61,0.15663384060931249,112.61,112.61,12.425,26.413999999999998,26.711,26.463,20.597
JACL,0.10825,0.08380305615385865,0.036,0.953,0.064,0.0935,0.132,80.538,0.10825000000000001,2.598,0.11380645161290323,0.08551612903225805,0.06845161290322581,0.08841935483870968,0.0855483870967742,0.06680645161290323,0.07980645161290323,0.07687096774193548,0.0974516129032258,0.12464516129032258,0.10845161290322582,0.11296774193548387,0.10016129032258064,0.26167741935483874,0.12696774193548388,0.09403225806451614,0.11629032258064516,0.12629032258064515,0.10174193548387096,0.08729032258064516,0.10303225806451613,0.11461290322580645,0.12535483870967742,0.13180645161290325,3.528,2.651,2.122,2.741,2.652,2.071,2.474,2.383,3.021,3.864,3.362,3.502,3.105,8.112,3.936,2.915,3.605,3.915,3.154,2.706,3.194,3.553,3.886,4.086,3.528,2.651,2.122,2.741,2.652,2.071,2.474,2.383,3.021,3.864,3.362,3.502,3.105,8.112,3.936,2.915,3.605,3.915,3.154,2.706,3.194,3.553,3.886,4.086,0.09469354838709676,0.13404301075268818,0.1079032258064516,0.11870161290322581,0.08475806451612904,11.742,24.932,13.379999999999999,14.719,15.764999999999999,0.012019056016206776,0.06500834822054903,0.05765424639512588,0.00804358904757398,0.005037351588551564,0.09411458333333333,0.10203125,0.10260416666666666,0.10965,0.11145000000000001,0.11913333333333333,0.11489583333333332,9.035,9.795,9.85,13.158,13.374,14.296,11.03,0.04529432863108085,0.05969527057437103,0.0496803422241511,0.08772125926895427,0.07145955546480046,0.12084777099103398,0.10968850433138444,0.10456818181818182,0.11725000000000001,55.212,25.326,0.06622865264825004,0.11577553462888722,0.10825,80.538,0.08380305615385862,80.538,80.538,11.271,17.891000000000002,17.117,17.677,16.582
JALG,0.3010645161290323,0.2634664172766719,0.066,1.822,0.136,0.2005,0.38125,223.99200000000002,0.30106451612903223,7.225548387096775,0.13893548387096774,0.1405483870967742,0.11909677419354839,0.12054838709677419,0.111,0.11393548387096775,0.19848387096774195,0.4429677419354838,0.5691290322580645,0.31809677419354837,0.2442258064516129,0.3319032258064516,0.4632903225806452,0.4343548387096774,0.4090967741935484,0.3463225806451613,0.36338709677419356,0.285258064516129,0.23248387096774192,0.42954838709677423,0.5076774193548387,0.3559032258064516,0.36180645161290326,0.18754838709677418,4.307,4.357,3.692,3.737,3.441,3.532,6.1530000000000005,13.732,17.643,9.860999999999999,7.571,10.289,14.362,13.465,12.682,10.736,11.265,8.843,7.207,13.316,15.738,11.033,11.216000000000001,5.814,4.307,4.357,3.692,3.737,3.441,3.532,6.1530000000000005,13.732,17.643,9.860999999999999,7.571,10.289,14.362,13.465,12.682,10.736,11.265,8.843,7.207,13.316,15.738,11.033,11.216000000000001,5.814,0.3821693548387097,0.3715322580645162,0.3276693548387097,0.35323387096774195,0.12401075268817204,47.388999999999996,69.105,40.631,43.801,23.066000000000003,0.14802249150723223,0.08801482379122522,0.0816664855095176,0.08702767259981894,0.00536207147810431,0.31515624999999997,0.28567708333333336,0.29228125,0.32525,0.293425,0.27444166666666664,0.32373958333333336,30.255,27.425,28.059,39.03,35.211,32.933,31.079,0.2842369407498647,0.22358540084115114,0.25652912846302656,0.28001258225031134,0.25598613612997934,0.2600417806066257,0.2802809960244471,0.30299242424242423,0.29635185185185187,159.98,64.012,0.2611051391310393,0.26970748374350384,0.30106451612903223,223.992,0.2634664172766719,223.992,223.992,28.906,54.213,47.138,51.801,41.934
JLG,0.11970026881720429,0.12762046355751722,0.041,1.078,0.054,0.076,0.14,89.05699999999999,0.1197002688172043,2.872806451612903,0.0695483870967742,0.05583870967741936,0.06067741935483871,0.05390322580645161,0.05503225806451613,0.051064516129032254,0.05374193548387097,0.06635483870967741,0.1479032258064516,0.11425806451612902,0.08770967741935483,0.14751612903225808,0.2219032258064516,0.21306451612903227,0.19496774193548386,0.14177419354838708,0.08877419354838709,0.10054838709677419,0.10951612903225806,0.16141935483870967,0.19790322580645162,0.2073548387096774,0.16116129032258067,0.11087096774193547,2.156,1.731,1.881,1.671,1.706,1.583,1.666,2.057,4.585,3.542,2.719,4.573,6.879,6.605,6.044,4.395,2.752,3.117,3.395,5.004,6.135,6.428,4.996,3.437,2.156,1.731,1.881,1.671,1.706,1.583,1.666,2.057,4.585,3.542,2.719,4.573,6.879,6.605,6.044,4.395,2.752,3.117,3.395,5.004,6.135,6.428,4.996,3.437,0.09556451612903226,0.16782258064516128,0.11506451612903225,0.16932258064516129,0.057677419354838715,11.85,31.215,14.267999999999999,20.996,10.728000000000002,0.06669151724598603,0.06842243264188391,0.036717526264805796,0.07058306817539253,0.006326012333069556,0.15883333333333333,0.11313541666666667,0.121625,0.11322499999999999,0.11340833333333333,0.111025,0.11201041666666667,15.248,10.861,11.676,13.587,13.609,13.323,10.753,0.18632640667538622,0.1070402403222527,0.11953843248974476,0.11385738259519478,0.11699504376727435,0.10935751733026246,0.12922672811292535,0.12307007575757575,0.11146296296296297,64.981,24.076,0.1311960626115587,0.11831447460453628,0.1197002688172043,89.057,0.12762046355751727,89.057,89.057,9.106,19.452,18.092,22.629,19.778
JMM,0.24122043010752692,0.23265004376967735,0.077,1.655,0.102,0.1635,0.24625,179.46800000000002,0.24122043010752692,5.789290322580645,0.1540967741935484,0.11774193548387096,0.108,0.10741935483870968,0.10045161290322581,0.11303225806451613,0.21838709677419355,0.19838709677419356,0.2561612903225806,0.2906774193548387,0.20958064516129032,0.39196774193548384,0.5306774193548387,0.4003225806451613,0.2081290322580645,0.2575483870967742,0.1956774193548387,0.2105483870967742,0.2635806451612903,0.2866774193548387,0.30412903225806454,0.34161290322580645,0.29803225806451616,0.22645161290322582,4.777,3.65,3.348,3.33,3.114,3.504,6.77,6.15,7.941,9.011,6.497,12.151,16.451,12.41,6.452,7.984,6.066,6.527,8.171,8.887,9.428,10.59,9.239,7.0200000000000005,4.777,3.65,3.348,3.33,3.114,3.504,6.77,6.15,7.941,9.011,6.497,12.151,16.451,12.41,6.452,7.984,6.066,6.527,8.171,8.887,9.428,10.59,9.239,7.0200000000000005,0.2409032258064516,0.3330376344086021,0.23912096774193548,0.2925564516129032,0.11679032258064516,29.872,61.945,29.651,36.277,21.723,0.09984728867765645,0.13001655166653753,0.064818399756385,0.06798015951679494,0.033918936971780146,0.22907291666666665,0.2070833333333333,0.23715624999999999,0.26398333333333335,0.24651666666666666,0.24445833333333333,0.25244791666666666,21.991,19.88,22.767,31.678,29.582,29.335,24.235,0.2285736202853489,0.16415773330400482,0.19934167061790375,0.2520723513361259,0.22819846085154474,0.27245142642662884,0.2537958097531273,0.2384431818181818,0.24800925925925926,125.898,53.57,0.2188711087157555,0.2637468657940658,0.24122043010752686,179.468,0.23265004376967735,179.468,179.468,23.536,53.03,45.088,30.46,27.354
