,0,1,2,3
media_consumo,0.17144549002035137,0.2794343807763401,0.3388581750966224,0.4042286170391519
std_consumo,0.18872701373739936,0.3138471210275356,0.3275700857202727,0.4776353601475502
min_consumo,0.0,0.0,0.0,0.0280999999999478
max_consumo,2.0072222222222225,3.2213333333333334,2.697,4.491
percentil_25_consumo,0.06944444444444445,0.10366666666666667,0.112,0.18
percentil_50_consumo,0.11066666666666666,0.169,0.206,0.281
percentil_75_consumo,0.18388888888888888,0.32016666666666665,0.4465,0.426
promedio_por_dia,0.171480488026596,0.2794727993026336,0.3388545903459561,0.4042175045289843
consumo_medio_diario,4.114000448028674,6.705298387096774,8.131229838709675,9.69985685483868
Mañana,0.1561866039426523,0.2584091061827956,0.352117943548387,0.3127096774193543
Mediodia,0.2156705495818399,0.31624260752688166,0.4582681451612903,0.490546774193545
Tarde,0.20604110663082434,0.3381453293010752,0.3378810483870967,0.6763152217741926
Noche,0.20030921097978607,0.3845502542608071,0.413539024748596,0.3961198788690086
Madrugada,0.09507004181600949,0.14742361111111105,0.1613736559139785,0.2028668682795695
sum_consumo,1020.2721111111111,1662.914,2016.545,2405.564499999993
Lunes,0.17304188243844823,0.2823116653038975,0.3379010629599345,0.3692643499591164
Martes,0.170295584045584,0.287346688034188,0.3462379807692308,0.3920286057692296
Miércoles,0.17472723765432097,0.2784696180555555,0.3332482638888889,0.4036114583333322
Jueves,0.17506751543209872,0.2753098958333333,0.3555052083333333,0.3986448784722214
Viernes,0.16424272486772484,0.273030753968254,0.3212100340136054,0.459611564625848
Entre semana,0.17144549002035137,0.2794343807763401,0.3388581750966224,0.4042286170391519
s_Mañana,154.9371111111111,256.34183333333334,349.30100000000004,310.2079999999995
s_Mediodia,320.9177777777778,470.56899999999996,681.903,729.933599999995
s_Tarde,204.39277777777778,335.4401666666667,335.178,670.9046999999991
s_Noche,198.56022222222222,381.19666666666666,410.039,392.6522999999998
s_Madrugada,141.46422222222222,219.36633333333336,240.124,301.8658999999995
s_Lunes,211.63022222222222,345.2671666666667,413.253,451.6102999999993
s_Martes,212.5288888888889,358.6086666666667,432.105,489.2516999999986
s_Miércoles,201.28577777777778,320.79699999999997,383.902,464.96039999999874
s_Jueves,201.67777777777778,317.157,409.542,459.23889999999903
s_Viernes,193.14944444444444,321.0841666666667,377.743,540.5031999999973
s_Entre semana,1020.2721111111111,1662.914,2016.545,2405.564499999993
s_invierno,241.904,448.95599999999996,582.161,501.9869999999968
s_otoño,237.07377777777776,370.55733333333336,489.742,500.1735999999981
s_primavera,228.9848888888889,368.9141666666667,548.245,562.3624999999987
s_verano,312.3094444444444,474.4865,396.397,841.0413999999993
std_Mañana,0.04539505559021754,0.08254019235979752,0.0682866869513767,0.1839269921295244
std_Mediodia,0.05314633269104666,0.06889224216163035,0.0909218921901645,0.1469420801226199
std_Tarde,0.034536263728506794,0.0757275443604709,0.0571277058781462,0.0450324479395408
std_Noche,0.05515027646147129,0.08903849771556054,0.1253583816864074,0.1220738143076702
std_Madrugada,0.020165614892587298,0.04417575965828143,0.0459292179942718,0.0653166844204311
std_Lunes,0.19533356720141062,0.3195846672314733,0.3217833147633361,0.4197854912287957
std_Martes,0.1860146878912095,0.3121322111956036,0.3353367149082343,0.4463680339037256
std_Miércoles,0.18707034023101035,0.3233716339749648,0.3324435333467253,0.4438558869922533
std_Jueves,0.18956909379210837,0.29284431889216017,0.3320883660372612,0.4856710550193044
std_Viernes,0.18043649338154155,0.3155122474583008,0.3152266069361999,0.5761454301356083
std_Entre semana,0.1887270137373993,0.3138471210275358,0.3275700857202723,0.47763536014755
std_invierno,0.18579918986731747,0.33563528377823415,0.3870217740514947,0.4126140907356044
std_otoño,0.15392922450703858,0.23332985234796114,0.3023203489714383,0.3422141126813663
std_primavera,0.16102955202117586,0.2469639702443491,0.3423831642575243,0.2574934035678013
std_verano,0.20602539331007744,0.35217337964165346,0.2480019186122047,0.7163739977773509
Enero,84.9448888888889,150.10733333333334,204.964,182.37699999999896
Febrero,76.361,140.71916666666667,190.646,158.17779999999905
Marzo,80.35744444444444,138.19483333333332,194.68,185.0399999999989
Abril,69.97011111111111,110.142,181.944,192.956
Mayo,78.65733333333333,120.57733333333333,171.621,184.36649999999972
Junio,118.12766666666666,157.66366666666667,139.421,288.4627999999996
Julio,107.017,174.1643333333333,159.309,282.53459999999967
Agosto,87.16477777777779,142.6585,97.667,270.044
Septiembre,74.88777777777779,106.74116666666667,159.667,173.373899999999
Octubre,86.65833333333333,133.84833333333333,174.25,168.7835999999997
Noviembre,75.52766666666668,129.96783333333335,155.825,158.01609999999943
Diciembre,80.59811111111111,158.1295,186.551,161.43219999999886
total_mean_consumption,6132.593968375415,9995.40266218727,12119.255952945,14459.426435112355
