,0,1
media_consumo,0.1651765046296296,0.3289598251028804
std_consumo,0.18386369036367045,0.35802377070858654
min_consumo,0.037125,0.04367777777777196
max_consumo,1.98425,2.9763333333333333
percentil_25_consumo,0.0665,0.10366666666666667
percentil_50_consumo,0.103875,0.19444999999999707
percentil_75_consumo,0.18415625000000002,0.4167777777777778
promedio_por_dia,0.1651765046296296,0.32895982510288035
consumo_medio_diario,3.9642361111111115,7.89503580246913
Mañana,0.14686493055555552,0.28536601851851834
Mediodia,0.205493287037037,0.41904148148148085
Tarde,0.19024131944444442,0.3924572839506172
Noche,0.21156354166666663,0.4407854938271605
Madrugada,0.08943287037037032,0.1510586213991768
sum_consumo,356.78125,710.5532222222217
Lunes,0.16520873397435895,0.3328805199430198
Martes,0.16064743589743588,0.3487376068376066
Miércoles,0.17105288461538457,0.33407457264957235
Jueves,0.1627299679487179,0.3097198717948717
Viernes,0.15479767628205124,0.3089753917378912
Sábado,0.16886979166666663,0.3239623456790122
Domingo,0.17321314102564098,0.34398404558404533
Entre semana,0.1628873397435897,0.3268775925925923
Fin de semana,0.1711283333333333,0.3343736296296294
s_Mañana,52.871375,102.7317666666666
s_Mediodia,110.966375,226.28239999999968
s_Tarde,68.486875,141.2846222222222
s_Noche,76.162875,158.68277777777777
s_Madrugada,48.29375,81.57165555555551
s_Lunes,51.545125,103.85872222222218
s_Martes,50.122,108.80613333333326
s_Miércoles,53.3685,104.23126666666658
s_Jueves,50.77175,96.63259999999997
s_Viernes,48.296875,96.40032222222206
s_Sábado,48.634499999999996,93.30115555555554
s_Domingo,54.0425,107.32302222222216
s_Entre semana,254.10425,509.929044444444
s_Fin de semana,102.67699999999999,200.62417777777767
s_invierno,356.78125,710.5532222222217
std_Mañana,0.05657305290336272,0.14137080353860665
std_Mediodia,0.06345987727943792,0.10551149036603531
std_Tarde,0.040659489257936526,0.0757394627227019
std_Noche,0.07502116069638459,0.09273109478436876
std_Madrugada,0.028215059590825448,0.06137855627150895
std_Lunes,0.17561042423627096,0.3497509618392601
std_Martes,0.17250987072318832,0.36806144604559854
std_Miércoles,0.18220560097554742,0.35599122658693794
std_Jueves,0.16795891480435257,0.32315812010552725
std_Viernes,0.16644332527206554,0.3517185525871528
std_Sábado,0.2032061802174323,0.3434027792692981
std_Domingo,0.18371402533926054,0.3798697140189202
std_Entre semana,0.17567700200979475,0.3529149339003753
std_Fin de semana,0.1984957477389689,0.36397854602299634
std_invierno,0.1838636903636705,0.35802377070858665
Enero,124.29775000000001,246.90717777777763
Febrero,107.459,211.15035555555542
Diciembre,125.0245,252.4956888888887
total_mean_consumption,2151.949603735704,4284.641114046663
