,0,1,2
media_consumo,0.13724370370370367,0.2571542824074074,0.38464942129629576
std_consumo,0.14792003178415486,0.26764319397868475,0.45309443713409747
min_consumo,0.0392,0.038,0.0475249999999869
max_consumo,2.0136,2.3031249999999996,3.5420000000000003
percentil_25_consumo,0.0674,0.09425,0.0935
percentil_50_consumo,0.1008,0.163625,0.19201249999999342
percentil_75_consumo,0.1486,0.29881250000000004,0.5226875
promedio_por_dia,0.13724370370370367,0.2571542824074074,0.3846494212962957
consumo_medio_diario,3.2938488888888893,6.171702777777778,9.231586111111099
Mañana,0.11184166666666664,0.20493472222222217,0.3861318749999997
Mediodia,0.16921740740740737,0.33729768518518516,0.4677127777777764
Tarde,0.15250333333333332,0.30658298611111107,0.45971638888888866
Noche,0.1628272222222222,0.32767187499999995,0.5560166666666667
Madrugada,0.09497592592592587,0.1318597222222222,0.13630828703703676
sum_consumo,296.4464,555.45325,830.8427499999989
Lunes,0.14128397435897436,0.2681530448717948,0.3664875801282049
Martes,0.13378269230769227,0.2647924679487179,0.40914118589743537
Miércoles,0.14153461538461531,0.25575560897435895,0.4053440705128199
Jueves,0.13080384615384613,0.24245392628205126,0.37391698717948696
Viernes,0.13634358974358968,0.2430861378205128,0.34818822115384496
Sábado,0.14554236111111107,0.24646527777777774,0.39179635416666647
Domingo,0.13205320512820506,0.278551282051282,0.39822131410256356
Entre semana,0.13674974358974357,0.2548482371794871,0.3806156089743584
Fin de semana,0.13852799999999996,0.26315,0.3951373333333329
s_Mañana,40.263,73.7765,139.00747499999989
s_Mediodia,91.3774,182.14075,252.56489999999928
s_Tarde,54.901199999999996,110.369875,165.49789999999993
s_Noche,58.61780000000001,117.96187499999999,200.166
s_Madrugada,51.287,71.20425,73.60647499999988
s_Lunes,44.080600000000004,83.66375,114.34412499999993
s_Martes,41.7402,82.61525,127.65204999999985
s_Miércoles,44.1588,79.79575,126.46734999999981
s_Jueves,40.8108,75.645625,116.66209999999995
s_Viernes,42.5392,75.84287499999999,108.63472499999962
s_Sábado,41.916199999999996,70.982,112.83734999999994
s_Domingo,41.200599999999994,86.908,124.24504999999985
s_Entre semana,213.32960000000003,397.56325,593.7603499999991
s_Fin de semana,83.1168,157.89,237.08239999999978
s_invierno,296.4464,555.45325,830.842749999999
std_Mañana,0.040743000006403726,0.09312431324573603,0.1940530372691137
std_Mediodia,0.06490966271627599,0.07275157278546651,0.1376803839161773
std_Tarde,0.02557606839584798,0.053195885395941514,0.11337091335525934
std_Noche,0.059575313615176165,0.08692342126868807,0.11037130010125255
std_Madrugada,0.025696232901588723,0.03355447376411348,0.09530263213733316
std_Lunes,0.1472358736040411,0.26368303297995077,0.4267496046459242
std_Martes,0.1375565848279703,0.2706854075973046,0.45984144881940137
std_Miércoles,0.15217206841888428,0.2490541597931202,0.47706805666185936
std_Jueves,0.11881310022265687,0.23866643545368788,0.43717435366044455
std_Viernes,0.13686469638726145,0.2511301215667729,0.4509122802476023
std_Sábado,0.17806918430057866,0.2637169669321784,0.4290481995507053
std_Domingo,0.1187302710864028,0.31226808672298534,0.4491858949171174
std_Entre semana,0.14207042791017482,0.25721281235992316,0.45339894568786915
std_Fin de semana,0.1550434558423361,0.2912460637424352,0.439646776741889
std_invierno,0.14792003178415492,0.2676431939786848,0.45309443713409764
Enero,101.7476,194.56225,287.82764999999966
Febrero,91.3106,161.5085,252.85104999999973
Diciembre,103.38820000000001,199.3825,290.1640499999996
total_mean_consumption,1788.3432198834337,3349.2014259578054,5010.509837306496
