,0,1,2,3,4
media_consumo,0.13724370370370367,0.2214127314814815,0.2928958333333333,0.382543287037036,0.3867555555555555
std_consumo,0.14792003178415486,0.2701965663842337,0.26508982157313576,0.4387479118338235,0.4674409624343715
min_consumo,0.0392,0.03125,0.04475,0.0480499999999738,0.047
max_consumo,2.0136,2.12225,2.484,3.7455000000000003,3.3385
percentil_25_consumo,0.0674,0.061,0.1275,0.1125,0.0745
percentil_50_consumo,0.1008,0.11725,0.21,0.22652499999998685,0.1575
percentil_75_consumo,0.1486,0.24731250000000002,0.3503125,0.48462500000000003,0.5607500000000001
promedio_por_dia,0.13724370370370367,0.2214127314814815,0.2928958333333333,0.382543287037036,0.3867555555555554
consumo_medio_diario,3.2938488888888893,5.313905555555555,7.0295000000000005,9.181038888888866,9.282133333333332
Mañana,0.11184166666666664,0.20200902777777774,0.2078604166666666,0.3346831944444437,0.43758055555555553
Mediodia,0.16921740740740737,0.29284120370370365,0.3817541666666666,0.5315496296296269,0.4038759259259259
Tarde,0.15250333333333332,0.2866694444444444,0.3264965277777777,0.48477722222222175,0.4346555555555556
Noche,0.1628272222222222,0.27750624999999995,0.37783749999999994,0.45927361111111115,0.6527597222222222
Madrugada,0.09497592592592587,0.08201990740740737,0.181699537037037,0.14613416666666618,0.12648240740740735
sum_consumo,296.4464,478.2515,632.655,826.2934999999978,835.392
Lunes,0.14128397435897436,0.23939823717948713,0.2969078525641025,0.33048637820512783,0.402488782051282
Martes,0.13378269230769227,0.22226041666666665,0.3073245192307692,0.36787211538461434,0.4504102564102564
Miércoles,0.14153461538461531,0.22465224358974356,0.28685897435897434,0.39391410256410136,0.41677403846153843
Jueves,0.13080384615384613,0.2141546474358974,0.2707532051282051,0.347660897435897,0.4001730769230769
Viernes,0.13634358974358968,0.19362900641025638,0.2925432692307692,0.35705592948717707,0.3393205128205128
Sábado,0.14554236111111107,0.21274392361111105,0.28018663194444443,0.43164479166666625,0.35194791666666664
Domingo,0.13205320512820506,0.24238381410256407,0.31471874999999994,0.4529458333333323,0.3434967948717948
Entre semana,0.13674974358974357,0.21881891025641023,0.29087756410256405,0.35939788461538347,0.40183333333333326
Fin de semana,0.13852799999999996,0.22815666666666662,0.2981433333333333,0.4427213333333325,0.34755333333333327
s_Mañana,40.263,72.72325,74.82974999999999,120.48594999999975,157.529
s_Mediodia,91.3774,158.13425,206.14725,287.03679999999855,218.093
s_Tarde,54.901199999999996,103.201,117.53875,174.51979999999986,156.476
s_Noche,58.61780000000001,99.90225000000001,136.0215,165.3385,234.99349999999998
s_Madrugada,51.287,44.29075,98.11774999999999,78.91244999999977,68.3005
s_Lunes,44.080600000000004,74.69225,92.63525,103.11174999999989,125.5765
s_Martes,41.7402,69.34525,95.88525,114.77609999999967,140.52800000000002
s_Miércoles,44.1588,70.0915,89.5,122.90119999999963,130.0335
s_Jueves,40.8108,66.81625,84.475,108.47019999999989,124.854
s_Viernes,42.5392,60.41225,91.2735,111.40144999999924,105.868
s_Sábado,41.916199999999996,61.27025,80.69375,124.3136999999999,101.36099999999999
s_Domingo,41.200599999999994,75.62375,98.19225,141.3190999999997,107.17099999999999
s_Entre semana,213.32960000000003,341.3575,453.769,560.6606999999983,626.8599999999999
s_Fin de semana,83.1168,136.894,178.886,265.6327999999996,208.53199999999998
s_invierno,296.4464,478.2515,632.655,826.293499999998,835.392
std_Mañana,0.040743000006403726,0.10462681018705268,0.08162181630441939,0.26672244174286375,0.1213836327953636
std_Mediodia,0.06490966271627599,0.05797434705686243,0.08752879851407061,0.1731460378888442,0.10221472994351041
std_Tarde,0.02557606839584798,0.060841101020841275,0.045550669771041746,0.07497127143837105,0.15177055527214764
std_Noche,0.059575313615176165,0.09326526193732246,0.0805815806000537,0.0510746711004997,0.1696679291020054
std_Madrugada,0.025696232901588723,0.030102361287436423,0.03700658624079055,0.1256954268378578,0.0649098374368085
std_Lunes,0.1472358736040411,0.2768289267337903,0.2505371392261112,0.3678971136912052,0.48560209560064316
std_Martes,0.1375565848279703,0.2594472404444093,0.28192357475019986,0.4097494602514258,0.509933437387377
std_Miércoles,0.15217206841888428,0.25066912959777327,0.24743918998846712,0.445788545940479,0.5083475673832398
std_Jueves,0.11881310022265687,0.25296731963157687,0.22436555127579888,0.41127853617638965,0.46307017114449944
std_Viernes,0.13686469638726145,0.22943104375477627,0.27282919937876954,0.4470420352156472,0.4547825252795574
std_Sábado,0.17806918430057866,0.27055625955291585,0.25687767431144093,0.45361748123523016,0.40447891786618034
std_Domingo,0.1187302710864028,0.3242171355572768,0.30031903788869385,0.48971858207546193,0.40865320775877295
std_Entre semana,0.14207042791017482,0.25725404345470837,0.2571715812651379,0.42002967771983757,0.48676821365590073
std_Fin de semana,0.1550434558423361,0.29990581150007345,0.282586315984797,0.4727048247468857,0.40658872873689234
std_invierno,0.14792003178415492,0.2701965663842337,0.2650898215731359,0.4387479118338239,0.4674409624343714
Enero,101.7476,173.50975,215.61475000000002,291.11429999999933,284.541
Febrero,91.3106,134.3585,188.6585,231.96759999999944,273.7345
Diciembre,103.38820000000001,170.38325,228.38175,303.2115999999992,277.1165
total_mean_consumption,1788.3432198834337,2884.2905171422562,3814.112334773354,4983.251374482779,5037.768300130212
