,0,1,2,3
media_consumo,0.1389626344086021,0.2561697388632872,0.3638609543010747,0.4552876344086022
std_consumo,0.1526773785775179,0.2728256493068978,0.4172366640216967,0.5291908606100564
min_consumo,0.040600000000000004,0.04357142857142857,0.05325,0.042
max_consumo,1.7162,1.942,3.3785,3.107
percentil_25_consumo,0.06715,0.09167857142857143,0.1055,0.075
percentil_50_consumo,0.0995,0.1562142857142857,0.19187500000000002,0.234
percentil_75_consumo,0.1457,0.2953928571428572,0.47943749999999996,0.65475
promedio_por_dia,0.1389626344086021,0.2561697388632872,0.3638609543010747,0.4552876344086021
consumo_medio_diario,3.335103225806452,6.148073732718894,8.732662903225792,10.92690322580645
Mañana,0.10896774193548384,0.19288364055299537,0.32681552419354787,0.4395806451612903
Mediodia,0.1731344086021505,0.3553102918586789,0.4272745967741919,0.6666344086021506
Tarde,0.15815645161290318,0.3302972350230414,0.4252669354838705,0.5413790322580645
Noche,0.16439677419354837,0.32278801843317967,0.5284395161290322,0.5555725806451612
Madrugada,0.09503548387096769,0.10538940092165895,0.17448790322580643,0.1301612903225806
sum_consumo,103.38820000000001,190.59028571428573,270.7125499999996,338.73400000000004
Lunes,0.13970166666666664,0.2924178571428571,0.35558020833333276,0.4610916666666667
Martes,0.14348833333333327,0.26235238095238095,0.41737916666666663,0.480475
Miércoles,0.15781249999999997,0.23774107142857143,0.4042513020833326,0.4939270833333333
Jueves,0.13136249999999997,0.23168452380952378,0.35015104166666666,0.3248645833333333
Viernes,0.13549374999999997,0.2449315476190476,0.38507968749999777,0.3380104166666666
Sábado,0.14235624999999996,0.23361160714285711,0.3120625,0.4594791666666666
Domingo,0.1247583333333333,0.27510714285714283,0.321742916666666,0.5881916666666667
Entre semana,0.1415738636363636,0.2559672619047619,0.3828511363636357,0.4243200757575757
Fin de semana,0.13257962962962955,0.2566646825396825,0.3174405092592589,0.530986111111111
s_Mañana,13.512,23.917571428571428,40.52512499999993,54.508
s_Mediodia,32.202999999999996,66.08771428571428,79.4730749999997,123.994
s_Tarde,19.6114,40.95685714285714,52.73309999999994,67.131
s_Noche,20.3852,40.02571428571429,65.5265,68.891
s_Madrugada,17.6766,19.60242857142857,32.45475,24.21
s_Lunes,16.7642,35.09014285714286,42.66962499999993,55.331
s_Martes,17.218600000000002,31.482285714285716,50.085499999999996,57.657
s_Miércoles,15.15,22.82314285714286,38.80812499999993,47.417
s_Jueves,12.610800000000001,22.241714285714288,33.6145,31.187
s_Viernes,13.0074,23.51342857142857,36.96764999999979,32.449
s_Sábado,13.6662,22.426714285714286,29.958,44.11
s_Domingo,14.970999999999998,33.01285714285714,38.60914999999992,70.583
s_Entre semana,74.751,135.1507142857143,202.14539999999965,224.041
s_Fin de semana,28.637199999999996,55.439571428571426,68.56714999999991,114.693
s_invierno,103.38820000000001,190.59028571428573,270.71254999999957,338.734
std_Mañana,0.047499774223364176,0.08832874476173554,0.15891780811962208,0.3851565274118028
std_Mediodia,0.07954926036503204,0.08504205416981021,0.16434847405422665,0.1794720549056985
std_Tarde,0.03762314884531438,0.05994465118193067,0.14851715106838984,0.0363697615745482
std_Noche,0.0908125747960952,0.08738480252433242,0.14011838802846888,0.1362566974481885
std_Madrugada,0.033863315148432924,0.024196554094230157,0.0615131873334471,0.0816353279142747
std_Lunes,0.13468215151033286,0.28688319069421775,0.43782667901041195,0.5387605600880994
std_Martes,0.1523287236838044,0.2820406673003569,0.43282479199033264,0.5809520867514294
std_Miércoles,0.1764225421496085,0.21890726193680912,0.47010036388144194,0.5180698844301883
std_Jueves,0.12041878856133166,0.23103656508666012,0.3286705150359496,0.322302395431491
std_Viernes,0.13825296533233053,0.24731016610737738,0.4909729647656399,0.3651289172417604
std_Sábado,0.15858234453834735,0.25968001926617384,0.3160912230630711,0.5620015542058798
std_Domingo,0.10821123322439022,0.3100163482732961,0.34156661375260516,0.6484145537720581
std_Entre semana,0.1545606608277982,0.26383685332816703,0.4461476438041629,0.487814311475637
std_Fin de semana,0.13522774710276134,0.29004119076797386,0.3315496377116489,0.6134971994717577
std_invierno,0.1526773785775179,0.2728256493068978,0.41723666402169673,0.5291908606100565
Diciembre,103.38820000000001,190.59028571428573,270.71254999999957,338.734
total_mean_consumption,629.833586168902,1159.6084316693102,1648.1767090258338,2061.303115775158
