date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k2_2024_12
2024-12-01;1:00;0.045;Real;;;;0
2024-12-01;2:00;0.03;Real;;;;0
2024-12-01;3:00;0.045;Real;;;;0
2024-12-01;4:00;0.034;Real;;;;0
2024-12-01;5:00;0.233;Real;;;;0
2024-12-01;6:00;0.026;Real;;;;0
2024-12-01;7:00;0.089;Real;;;;0
2024-12-01;8:00;0.04;Real;;;;0
2024-12-01;9:00;0.055;Real;;;;0
2024-12-01;10:00;0.236;Real;;;;0
2024-12-01;11:00;0.067;Real;;;;0
2024-12-01;12:00;0.037;Real;;;;0
2024-12-01;13:00;0.181;Real;;;;0
2024-12-01;14:00;0.144;Real;;;;0
2024-12-01;15:00;0.168;Real;;;;0
2024-12-01;16:00;0.112;Real;;;;0
2024-12-01;17:00;0.05;Real;;;;0
2024-12-01;18:00;0.157;Real;;;;0
2024-12-01;19:00;1.132;Real;;;;0
2024-12-01;20:00;0.254;Real;;;;0
2024-12-01;21:00;0.46;Real;;;;0
2024-12-01;22:00;0.051;Real;;;;0
2024-12-01;23:00;0.118;Real;;;;0
2024-12-01;24:00:00;0.051;Real;;;;0
2024-12-02;1:00;0.052;Real;;;;0
2024-12-02;2:00;0.313;Real;;;;0
2024-12-02;3:00;0.026;Real;;;;0
2024-12-02;4:00;0.048;Real;;;;0
2024-12-02;5:00;0.028;Real;;;;0
2024-12-02;6:00;0.046;Real;;;;0
2024-12-02;7:00;0.281;Real;;;;0
2024-12-02;8:00;0.065;Real;;;;0
2024-12-02;9:00;0.36;Real;;;;0
2024-12-02;10:00;0.577;Real;;;;0
2024-12-02;11:00;0.181;Real;;;;0
2024-12-02;12:00;0.182;Real;;;;0
2024-12-02;13:00;0.334;Real;;;;0
2024-12-02;14:00;0.549;Real;;;;0
2024-12-02;15:00;0.167;Real;;;;0
2024-12-02;16:00;0.175;Real;;;;0
2024-12-02;17:00;0.416;Real;;;;0
2024-12-02;18:00;0.21;Real;;;;0
2024-12-02;19:00;0.39;Real;;;;0
2024-12-02;20:00;1.486;Real;;;;0
2024-12-02;21:00;0.103;Real;;;;0
2024-12-02;22:00;0.052;Real;;;;0
2024-12-02;23:00;0.065;Real;;;;0
2024-12-02;24:00:00;0.266;Real;;;;0
2024-12-03;1:00;0.081;Real;;;;0
2024-12-03;2:00;0.047;Real;;;;0
2024-12-03;3:00;0.059;Real;;;;0
2024-12-03;4:00;0.305;Real;;;;0
2024-12-03;5:00;0.037;Real;;;;0
2024-12-03;6:00;0.035;Real;;;;0
2024-12-03;7:00;0.094;Real;;;;0
2024-12-03;8:00;0.042;Real;;;;0
2024-12-03;9:00;0.182;Real;;;;0
2024-12-03;10:00;0.39;Real;;;;0
2024-12-03;11:00;0.186;Real;;;;0
2024-12-03;12:00;0.116;Real;;;;0
2024-12-03;13:00;0.144;Real;;;;0
2024-12-03;14:00;0.164;Real;;;;0
2024-12-03;15:00;0.293;Real;;;;0
2024-12-03;16:00;0.111;Real;;;;0
2024-12-03;17:00;0.162;Real;;;;0
2024-12-03;18:00;0.187;Real;;;;0
2024-12-03;19:00;0.239;Real;;;;0
2024-12-03;20:00;0.22;Real;;;;0
2024-12-03;21:00;0.541;Real;;;;0
2024-12-03;22:00;0.217;Real;;;;0
2024-12-03;23:00;0.04;Real;;;;0
2024-12-03;24:00:00;0.07;Real;;;;0
2024-12-04;1:00;0.059;Real;;;;0
2024-12-04;2:00;0.042;Real;;;;0
2024-12-04;3:00;0.244;Real;;;;0
2024-12-04;4:00;0.031;Real;;;;0
2024-12-04;5:00;0.121;Real;;;;0
2024-12-04;6:00;0.043;Real;;;;0
2024-12-04;7:00;0.078;Real;;;;0
2024-12-04;8:00;0.061;Real;;;;0
2024-12-04;9:00;0.305;Real;;;;0
2024-12-04;10:00;0.208;Real;;;;0
2024-12-04;11:00;0.225;Real;;;;0
2024-12-04;12:00;0.205;Real;;;;0
2024-12-04;13:00;0.26;Real;;;;0
2024-12-04;14:00;0.403;Real;;;;0
2024-12-04;15:00;0.331;Real;;;;0
2024-12-04;16:00;0.122;Real;;;;0
2024-12-04;17:00;0.213;Real;;;;0
2024-12-04;18:00;0.224;Real;;;;0
2024-12-04;19:00;0.203;Real;;;;0
2024-12-04;20:00;0.228;Real;;;;0
2024-12-04;21:00;0.266;Real;;;;0
2024-12-04;22:00;0.045;Real;;;;0
2024-12-04;23:00;0.028;Real;;;;0
2024-12-04;24:00:00;0.049;Real;;;;0
2024-12-05;1:00;0.025;Real;;;;0
2024-12-05;2:00;0.051;Real;;;;0
2024-12-05;3:00;0.23;Real;;;;0
2024-12-05;4:00;0.049;Real;;;;0
2024-12-05;5:00;0.025;Real;;;;0
2024-12-05;6:00;0.048;Real;;;;0
2024-12-05;7:00;0.076;Real;;;;0
2024-12-05;8:00;0.334;Real;;;;0
2024-12-05;9:00;0.063;Real;;;;0
2024-12-05;10:00;0.049;Real;;;;0
2024-12-05;11:00;0.115;Real;;;;0
2024-12-05;12:00;0.201;Real;;;;0
2024-12-05;13:00;0.207;Real;;;;0
2024-12-05;14:00;0.338;Real;;;;0
2024-12-05;15:00;0.351;Real;;;;0
2024-12-05;16:00;0.1;Real;;;;0
2024-12-05;17:00;0.229;Real;;;;0
2024-12-05;18:00;0.267;Real;;;;0
2024-12-05;19:00;0.319;Real;;;;0
2024-12-05;20:00;0.323;Real;;;;0
2024-12-05;21:00;0.215;Real;;;;0
2024-12-05;22:00;0.025;Real;;;;0
2024-12-05;23:00;0.215;Real;;;;0
2024-12-05;24:00:00;0.026;Real;;;;0
2024-12-06;1:00;0.224;Real;;;;0
2024-12-06;2:00;0.025;Real;;;;0
