date;time;consumptionKWh;obtainMethod;surplusEnergyKWh;generationEnergyKWh;selfConsumptionEnergyKWh;cluster_k2_2023_12
2023-12-01;1:00;0.24;Real;;;;1
2023-12-01;2:00;0.189;Real;;;;1
2023-12-01;3:00;0.117;Real;;;;1
2023-12-01;4:00;0.124;Real;;;;1
2023-12-01;5:00;0.083;Real;;;;1
2023-12-01;6:00;0.117;Real;;;;1
2023-12-01;7:00;0.082;Real;;;;1
2023-12-01;8:00;0.15;Real;;;;1
2023-12-01;9:00;0.251;Real;;;;1
2023-12-01;10:00;0.19;Real;;;;1
2023-12-01;11:00;0.19;Real;;;;1
2023-12-01;12:00;0.239;Real;;;;1
2023-12-01;13:00;0.099;Real;;;;1
2023-12-01;14:00;0.11;Real;;;;1
2023-12-01;15:00;0.098;Real;;;;1
2023-12-01;16:00;0.234;Real;;;;1
2023-12-01;17:00;0.189;Real;;;;1
2023-12-01;18:00;0.168;Real;;;;1
2023-12-01;19:00;0.367;Real;;;;1
2023-12-01;20:00;0.467;Real;;;;1
2023-12-01;21:00;0.264;Real;;;;1
2023-12-01;22:00;0.195;Real;;;;1
2023-12-01;23:00;0.222;Real;;;;1
2023-12-01;24:00:00;0.17;Real;;;;1
2023-12-02;1:00;0.182;Real;;;;1
2023-12-02;2:00;0.088;Real;;;;1
2023-12-02;3:00;0.102;Real;;;;1
2023-12-02;4:00;0.116;Real;;;;1
2023-12-02;5:00;0.213;Real;;;;1
2023-12-02;6:00;0.154;Real;;;;1
2023-12-02;7:00;0.099;Real;;;;1
2023-12-02;8:00;0.137;Real;;;;1
2023-12-02;9:00;0.13;Real;;;;1
2023-12-02;10:00;0.228;Real;;;;1
2023-12-02;11:00;0.118;Real;;;;1
2023-12-02;12:00;0.172;Real;;;;1
2023-12-02;13:00;0.199;Real;;;;1
2023-12-02;14:00;0.47;Real;;;;1
2023-12-02;15:00;0.581;Real;;;;1
2023-12-02;16:00;0.146;Real;;;;1
2023-12-02;17:00;0.176;Real;;;;1
2023-12-02;18:00;0.153;Real;;;;1
2023-12-02;19:00;0.241;Real;;;;1
2023-12-02;20:00;0.201;Real;;;;1
2023-12-02;21:00;0.426;Real;;;;1
2023-12-02;22:00;0.266;Real;;;;1
2023-12-02;23:00;0.252;Real;;;;1
2023-12-02;24:00:00;0.259;Real;;;;1
2023-12-03;1:00;0.25;Real;;;;1
2023-12-03;2:00;0.194;Real;;;;1
2023-12-03;3:00;0.09;Real;;;;1
2023-12-03;4:00;0.129;Real;;;;1
2023-12-03;5:00;0.077;Real;;;;1
2023-12-03;6:00;0.137;Real;;;;1
2023-12-03;7:00;0.123;Real;;;;1
2023-12-03;8:00;0.131;Real;;;;1
2023-12-03;9:00;0.175;Real;;;;1
2023-12-03;10:00;0.167;Real;;;;1
2023-12-03;11:00;0.984;Real;;;;1
2023-12-03;12:00;0.151;Real;;;;1
2023-12-03;13:00;0.111;Real;;;;1
2023-12-03;14:00;0.111;Real;;;;1
2023-12-03;15:00;0.074;Real;;;;1
2023-12-03;16:00;0.106;Real;;;;1
2023-12-03;17:00;0.098;Real;;;;1
2023-12-03;18:00;0.103;Real;;;;1
2023-12-03;19:00;0.484;Real;;;;1
2023-12-03;20:00;0.254;Real;;;;1
2023-12-03;21:00;0.317;Real;;;;1
2023-12-03;22:00;0.217;Real;;;;1
2023-12-03;23:00;0.284;Real;;;;1
